infraction_description,set_fine_amount,location2
PARK ON PRIVATE PROPERTY,30,2121,AT,50 TRUDELLE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,2121,,40 PANORAMA CT,,,ON,3
PARK ON PRIVATE PROPERTY,30,2122,AT,576 FRONT ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,2123,,40 PANORAMA CT,,,ON,3
PARK ON PRIVATE PROPERTY,30,2123,AT,576 FRONT ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,2124,,1200 YORK MILLS RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,2124,AT,576 FRONT ST W,,,NY,3
PARK ON PRIVATE PROPERTY,30,2126,,40 PANORAMA CT,,,ON,3
PARK ON PRIVATE PROPERTY,30,2127,AT,576 FRONT ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,2137,,45 BALLIOL ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,2137,,35 DUNCANWOODS DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,2137,AT,30 GIBBS RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,2138,AT,14 YORK ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,2138,AT,30 GIBBS RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,2139,AT,30 GIBBS RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,2140,AT,30 GIBBS RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,2143,,80 ESTHER LORRIE DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,2144,,80 ESTHER LORRIE DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,2144,AT,30 GIBBS RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,2145,,80 ESTHER LORRIE DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,2145,,25 DUNCANWOODS DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,2145,AT,30 GIBBS RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,2146,AT,30 GIBBS RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,2147,,25 DUNCANWOODS DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,2159,,137 LINDYLOU RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,2203,AT,945 DANFORTH RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,2204,AT,180 UNIVERSITY AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,2205,AT,140 CHARLES ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,2206,,3328 WESTON RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,2208,,3328 WESTON RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,2217,,225 DAVISVILLE AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,2228,,51 BROOKWELL DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,2230,,35 BASTION STREET,,,ON,3
PARK ON PRIVATE PROPERTY,30,2231,,239 ROYWOOD DRIVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,2231,AT,15 COUGAR CRT,,,ON,3
PARK ON PRIVATE PROPERTY,30,2233,,239 ROYWOOD DRIVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,2234,AT,3000 VICTORIA PARK AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,2235,AT,3000 VICTORIA PARK AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,2236,AT,3000 VICTORIA PARK AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,2238,AT,3000 VICTORIA PARK AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,2238,AT,3000 VICTORIA PARK AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,2239,AT,3000 VICTORIA PARK AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,2240,AT,3000 VICTORIA PARK AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,2241,AT,3000 VICTORIA PARK AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,2243,,100 ROEHAMPTON AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,2243,AT,3000 VICTORIA PARK AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,2244,,6171 BATHURST ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,2248,,6171 BATHURST ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,2250,,35 BASTION STREET,,,ON,3
PARK ON PRIVATE PROPERTY,30,2251,AT,3000 VICTORIA PARK AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,2255,,6161 BATHURST ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,2256,,415 JARVIS ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,2257,,415 JARVIS ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,2259,,6161 BATHURST ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,2319,,410 MCCOWAN RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,2323,AT,201 VAN HORNE AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,2332,,145 LONGBRANCH AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,2334,,145 LONGBRANCH AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,2336,,145 LONGBRANCH AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,2337,,2243 EGLINGTON AVE E,,,ON,3
PARK ON PRIVATE PROPERTY,30,2338,,2243 EGLINTON AVE E,,,ON,3
PARK ON PRIVATE PROPERTY,30,2339,,145 LONGBRANCH AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,2340,,145 LONGBRANCH AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,2348,,10 TRUDELLE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,2349,,20 TRUDELLE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,2349,AT,103 WEST LODGE AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,2350,AT,103 WEST LODGE AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,2355,,5 SHADY GOLFWAY,,,ON,3
PARK ON PRIVATE PROPERTY,30,2357,AT,10 EDDYSTONE AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,2358,AT,10 EDDYSTONE AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,2359,AT,10 EDDYSTONE AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,,AT,605 FINCH AVENUE WEST,,,ON,3
PARK ON PRIVATE PROPERTY,30,,AT,6030 BATHURST ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,,,,,,ON,3
PARK ON PRIVATE PROPERTY,30,,AT,,,,ON,3
PARK ON PRIVATE PROPERTY,30,,AT,50 TRUDELLE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,,,4700 KEELE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,,,110 CARRIER DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0001,,5 SHADY GOLF WAY,,,ON,3
PARK ON PRIVATE PROPERTY,30,0015,AT,55 EMMETT AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0016,AT,55 FOREST MANOR RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0016,AT,225 WELLESLEY ST E,,,ON,3
PARK ON PRIVATE PROPERTY,30,0029,AT,335 VAN HORNE AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0029,AT,100 GLOUCESTER ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0031,AT,2470 EGLINTON AVE W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0032,AT,2470 EGLINTON AVE W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0033,AT,2470 EGLINTON AVE W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0033,AT,2470 EGLINTON AVE W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0034,AT,2470 EGLINTON AVE W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0034,AT,2470 EGLINTON AVE W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0035,AT,605 FINCH AVE W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0046,AT,103 PARKWAY FOREST DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0047,AT,103 PARKWAY FOREST DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0048,AT,103 PARKWAY FOREST DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0050,AT,103 PARKWAY FOREST DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0051,AT,1507 LAWRENCE AVE W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0051,AT,1507 LAWRENCE AVE W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0052,,1346 DANFORTH RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0052,AT,1507 LAWRENCE AVE W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0053,,1346 DANFORTH RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0056,,1346 DANFORTH RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0057,AT,75 QUEENS WHARF RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0058,,1346 DANFORTH RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0058,AT,75 QUEENS WHARF RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0058,AT,75 QUEENS WHARF RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0058,AT,75 QUEENS WHARF RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0059,AT,75 QUEENS WHARF RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0100,,1346 DANFORTH RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0100,,150 SUDBURY ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0100,AT,75 QUEENS WHARF RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0100,AT,75 QUEENS WHARF RD,,,QC,3
PARK ON PRIVATE PROPERTY,30,0100,AT,1005 KING ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0101,AT,75 QUEENS WHARF RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0101,AT,1005 KING ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0102,AT,75 QUEENS WHARF RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0103,AT,2549 WESTON RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0103,AT,2549 WESTON RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0104,AT,2549 WESTON RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0106,AT,2549 WESTON RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0106,AT,2549 WESTON RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0107,AT,2549 WESTON RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0108,AT,2549 WESTON RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0110,AT,110 MARINE PARADE DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0113,,69 LYNN WILLIAMS ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0113,AT,110 MARINE PARADE DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0116,,69 LYNN WILLIAMS ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0118,,6161 BATHURST ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0118,,69 LYNN WILLIAMS ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0118,AT,195 REDPATH AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0120,,1 SHOREHAM COURT,,,ON,3
PARK ON PRIVATE PROPERTY,30,0120,,1 SHOREHAM CT,,,ON,3
PARK ON PRIVATE PROPERTY,30,0120,,69 LYNN WILLIAMS ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0123,,478 KING ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0124,,1 SHOREHAM COURT,,,ON,3
PARK ON PRIVATE PROPERTY,30,0124,AT,111 RAGLAN AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0124,AT,2111 LAKE SHORE BLVD W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0124,AT,2111 LAKE SHORE BLVD W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0125,,1 SHOREHAM CT,,,ON,3
PARK ON PRIVATE PROPERTY,30,0125,AT,2111 LAKE SHORE BLVD W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0126,AT,72 ESTHER SHINER BLVD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0127,,1 SHOREHAM COURT,,,ON,3
PARK ON PRIVATE PROPERTY,30,0128,,1 SHOREHAM CT,,,ON,3
PARK ON PRIVATE PROPERTY,30,0128,AT,72 ESTHER SHINER BLVD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0131,,35 VALLEY WOODS RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0131,AT,72 ESTHER SHINER BLVD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0132,,21 RUBY LANG LANE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0132,,1 SHOREHAM CT,,,ON,3
PARK ON PRIVATE PROPERTY,30,0132,AT,72 ESTHER SHINER BLVD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0133,AT,8 PARK LAWN RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0133,,35 VALLEY WOODS RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0133,AT,72 ESTHER SHINER BLVD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0133,AT,218 DUNDAS ST E,,,ON,3
PARK ON PRIVATE PROPERTY,30,0134,AT,218 DUNDAS ST E,,,ON,3
PARK ON PRIVATE PROPERTY,30,0135,AT,50 PARK LAWN RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0135,,35 VALLEY WOODS RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0135,AT,72 ESTHER SHINER BLVD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0137,,35 VALLEY WOODS RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0140,,40 FALSTAFF AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0140,,32 BROOKWELL DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0141,AT,1171 QUEEN ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0142,AT,1171 QUEEN ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0143,,34 BROOKWELL DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0143,AT,1171 QUEEN ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0144,,40 FALSTAFF AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0144,AT,3 RUBY LANG LANE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0144,AT,1171 QUEEN ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0144,AT,1171 QUEEN ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0145,AT,160 CHALKFARM DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0145,AT,1171 QUEEN ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0147,AT,1171 QUEEN ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0147,AT,1171 QUEEN ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0148,,2522 KEELE STREET,,,ON,3
PARK ON PRIVATE PROPERTY,30,0148,AT,1171 QUEEN ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0149,,3000 DUFFERIN ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0149,AT,160 CHALKFARM DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0150,AT,160 CHALKFARM DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0151,AT,1171 QUEEN ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0152,,25 ESTERBROOKE AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0152,AT,160 CHALKFARM DR,,,QC,3
PARK ON PRIVATE PROPERTY,30,0154,AT,160 CHALKFARM DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0157,AT,20 THOMAS RILEY RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0158,AT,20 THOMAS RILEY RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0159,AT,1090 DON MILLS RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0200,,171 WILLIAM DUNCAN RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0200,AT,20 THOMAS RILEY RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0201,AT,20 THOMAS RILEY RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0202,,25 DUNCANWOOD DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0202,,25 DUNCANWOOD DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0202,AT,220 WOOLNER AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0202,AT,20 THOMAS RILEY RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0204,,5 FRITH ROAD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0204,,370 WALLACE AVENUE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0207,,171 WILLIAM DUNCAN RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0208,,370 WALLACE AVENUE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0208,,200 GATEWAY BLVD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0210,,12 ROCKFORD RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0211,AT,234 ALBION RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0212,,4400 JANE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0212,,12 ROCKFORD RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0212,AT,234 ALBION RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0214,AT,170 CHALKFARM DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0216,AT,170 CHALKFARM DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0217,AT,170 CHALKFARM DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0218,,205 OAK ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0218,,200 GATEWAY BLVD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0220,AT,180 CHALKFARM DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0221,,24 DOVE HAWKWAY,,,ON,3
PARK ON PRIVATE PROPERTY,30,0221,AT,180 CHALKFARM DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0222,,24 DOVE HAWKWAY,,,ON,3
PARK ON PRIVATE PROPERTY,30,0222,AT,2150 LAWRENCE AVE E,,,ON,3
PARK ON PRIVATE PROPERTY,30,0222,AT,180 CHALKFARM DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0223,AT,2150 LAWRENCE AVE E,,,ON,3
PARK ON PRIVATE PROPERTY,30,0223,AT,18 CEDARCROFT BLVD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0224,AT,180 CHALKFARM DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0224,AT,65 EMMETT AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0224,AT,65 EMMETT AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0225,,119 BLACK HAWKWAY,,,ON,3
PARK ON PRIVATE PROPERTY,30,0225,AT,180 CHALKFARM DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0225,AT,180 CHALKFARM DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0225,AT,65 EMMETT AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0226,,7 ST DENNIS DRIVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0226,AT,180 CHALKFARM DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0226,AT,65 EMMETT AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0227,AT,20 MINOWAN MIIKAN LANE,,,BC,3
PARK ON PRIVATE PROPERTY,30,0228,AT,20 MINOWAN MIIKAN LANE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0229,,954 KING STREET WEST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0229,AT,190 CHALKFARM DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0229,AT,20 MINOWAN MIIKAN LANE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0230,,2200 JANE STREET,,,ON,3
PARK ON PRIVATE PROPERTY,30,0230,AT,190 CHALKFARM DR,,,QC,3
PARK ON PRIVATE PROPERTY,30,0230,AT,20 MINOWAN MIIKAN LANE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0231,AT,190 CHALKFARM DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0232,,954 KING STREET WEST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0233,,775 STEELES AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0235,,2200 JANE STREET,,,ON,3
PARK ON PRIVATE PROPERTY,30,0235,,775 STEELES AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0235,AT,200 CHALKFARM DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0236,,775 STEELES AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0236,AT,200 CHALKFARM DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0236,AT,1 OLD MILL DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0238,AT,200 CHALKFARM DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0238,AT,511 THE WEST MALL,,,ON,3
PARK ON PRIVATE PROPERTY,30,0239,AT,115 MCMAHON DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0239,AT,200 CHALKFARM DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0240,AT,115 MCMAHON DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0240,AT,200 CHALKFARM DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0242,,15 LAIDLAW STREET,,,NS,3
PARK ON PRIVATE PROPERTY,30,0243,AT,5 MARINER TER,,,ON,3
PARK ON PRIVATE PROPERTY,30,0244,,11 GULLIVER RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0244,AT,210 WOOLNER AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0244,AT,511 THE WEST MALL,,,IL,3
PARK ON PRIVATE PROPERTY,30,0245,AT,115 MCMAHON DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0246,AT,30 GREENFIELD AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0251,AT,43 HANNA AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0252,AT,15 ZORRA ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0253,AT,15 ZORRA ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0254,AT,15 ZORRA ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0255,AT,3555 BATHURST ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0255,AT,15 ZORRA ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0256,AT,15 ZORRA ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0257,,3671 DUNDAS ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0257,AT,33 SINGER CRT,,,ON,3
PARK ON PRIVATE PROPERTY,30,0257,AT,15 ZORRA ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0257,AT,15 ZORRA ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0258,,3671 DUNDAS ST W,,,ON,3
PARK ON PRIVATE PROPERTY,30,0300,AT,33 SINGER CRT,,,ON,3
PARK ON PRIVATE PROPERTY,30,0300,AT,525 WILSON AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0301,AT,33 SINGER CRT,,,ON,3
PARK ON PRIVATE PROPERTY,30,0302,AT,525 WILSON AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0303,AT,126 GRANDVIEW WAY,,,ON,3
PARK ON PRIVATE PROPERTY,30,0303,AT,33 SINGER CRT,,,ON,3
PARK ON PRIVATE PROPERTY,30,0305,,200 WELLESLEY ST E,,,ON,3
PARK ON PRIVATE PROPERTY,30,0305,AT,33 SINGER CRT,,,ON,3
PARK ON PRIVATE PROPERTY,30,0308,AT,3091 DUFFERIN ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0309,,200 WELLESLEY ST E,,,ON,3
PARK ON PRIVATE PROPERTY,30,0309,AT,3091 DUFFERIN ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0310,,36 HOWARD PARK AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0310,AT,15 TORRANCE RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0312,,36 HOWARD PARK AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0313,AT,60 SOUTHPORT ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0313,AT,155 LEGION RD N,,,ON,3
PARK ON PRIVATE PROPERTY,30,0314,,36 HOWARD PARK AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0314,AT,155 LEGION RD N,,,ON,3
PARK ON PRIVATE PROPERTY,30,0314,AT,155 LEGION RD N,,,ON,3
PARK ON PRIVATE PROPERTY,30,0315,,200 WELLESLEY ST E,,,ON,3
PARK ON PRIVATE PROPERTY,30,0315,AT,60 SOUTHPORT ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0315,AT,155 LEGION RD N,,,ON,3
PARK ON PRIVATE PROPERTY,30,0315,AT,40 HOMEWOOD AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0316,AT,135 ANTIBES DR,,,ON,3
PARK ON PRIVATE PROPERTY,30,0316,AT,155 LEGION RD N,,,ON,3
PARK ON PRIVATE PROPERTY,30,0317,AT,155 LEGION RD N,,,ON,3
PARK ON PRIVATE PROPERTY,30,0318,,200 WELLESLEY ST E,,,ON,3
PARK ON PRIVATE PROPERTY,30,0318,AT,155 LEGION RD N,,,ON,3
PARK ON PRIVATE PROPERTY,30,0319,AT,17 BARBERRY PL,,,ON,3
PARK ON PRIVATE PROPERTY,30,0319,AT,19 EVA RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0319,AT,19 EVA RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0319,AT,155 LEGION RD N,,,ON,3
PARK ON PRIVATE PROPERTY,30,0320,AT,17 BARBERRY PL,,,ON,3
PARK ON PRIVATE PROPERTY,30,0320,AT,10 YORK ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0320,AT,155 LEGION RD N,,,ON,3
PARK ON PRIVATE PROPERTY,30,0321,AT,10 YORK ST,,,NJ,3
PARK ON PRIVATE PROPERTY,30,0321,AT,155 LEGION RD N,,,ON,3
PARK ON PRIVATE PROPERTY,30,0322,,200 WELLESLEY ST E,,,ON,3
PARK ON PRIVATE PROPERTY,30,0322,AT,10 YORK ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0324,AT,5418 YONGE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0326,,363 SORAUREN AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0326,AT,75 EMMETT AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0332,,75 TANDRIDGE CRES,,,ON,3
PARK ON PRIVATE PROPERTY,30,0332,AT,77 FINCH AVE E,,,ON,3
PARK ON PRIVATE PROPERTY,30,0333,,363 SORAUREN AVE,,,ON,3
PARK ON PRIVATE PROPERTY,30,0333,NR,3018 YONGE ST,,,ON,3
PARK ON PRIVATE PROPERTY,30,0335,AT,2 EVA RD,,,ON,3
PARK ON PRIVATE PROPERTY,30,0336,,75 TANDRIDGE CRES,,,ON,3
