tag_number_masked,date_of_infraction,infraction_code,infraction_description,set_fine_amount,time_of_infraction,location1,location2,location3,location4,province
***67679,20220107,2,PARK - LONGER THAN 3 HOURS,30,0405,NR,5 STAINES RD,,,ON
***45442,20220107,2,PARK - LONGER THAN 3 HOURS,30,0406,NR,33 ESTATE DR,,,ON
***67680,20220107,2,PARK - LONGER THAN 3 HOURS,30,0407,OPP,156 STAINES RD,,,ON
***57752,20220107,2,PARK - LONGER THAN 3 HOURS,30,0411,NR,63 WESTOWANIS DR,,,ON
***67681,20220107,2,PARK - LONGER THAN 3 HOURS,30,0411,NR,188 STAINES RD,,,ON
***57236,20220107,2,PARK - LONGER THAN 3 HOURS,30,0412,NR,34 GLEN STEWART CRES,,,ON
***57753,20220107,2,PARK - LONGER THAN 3 HOURS,30,0412,NR,67 WESTOWANIS DR,,,ON
***57281,20220107,2,PARK - LONGER THAN 3 HOURS,30,0413,OPP,4 DEERFIELD PL,,,ON
***57754,20220107,2,PARK - LONGER THAN 3 HOURS,30,0414,NR,57 WESTOWANIS DR,,,ON
***57755,20220107,2,PARK - LONGER THAN 3 HOURS,30,0415,NR,39 WESTOWANIS DR,,,ON
***57756,20220107,2,PARK - LONGER THAN 3 HOURS,30,0416,NR,35 WESTOWANIS DR,,,ON
***57557,20220107,2,PARK - LONGER THAN 3 HOURS,30,0417,NR,326 QUEEN ST E,,,AZ
***57757,20220107,2,PARK - LONGER THAN 3 HOURS,30,0417,NR,38 WESTOWANIS DR,,,ON
***57558,20220107,2,PARK - LONGER THAN 3 HOURS,30,0419,NR,320 QUEEN ST E,,,AZ
***57758,20220107,2,PARK - LONGER THAN 3 HOURS,30,0419,NR,22 WESTOWANIS DR,,,ON
***57559,20220107,2,PARK - LONGER THAN 3 HOURS,30,0420,NR,320 QUEEN ST E,,,AZ
***57560,20220107,2,PARK - LONGER THAN 3 HOURS,30,0421,NR,320 QUEEN ST E,,,AZ
***57561,20220107,2,PARK - LONGER THAN 3 HOURS,30,0423,W/S,BERKELEY ST,N/O,QUEEN ST E,AZ
***52486,20220107,2,PARK - LONGER THAN 3 HOURS,30,0424,S/S,HARWOOD RD,E/O,GRESHAM RD,ON
***57562,20220107,2,PARK - LONGER THAN 3 HOURS,30,0424,W/S,BERKELEY ST,N/O,QUEEN ST E,AZ
***52487,20220107,2,PARK - LONGER THAN 3 HOURS,30,0425,S/S,HARWOOD RD,E/O,GRESHAM RD,ON
***57563,20220107,2,PARK - LONGER THAN 3 HOURS,30,0425,W/S,BERKELEY ST,N/O,QUEEN ST E,AZ
***63155,20220107,2,PARK - LONGER THAN 3 HOURS,30,0426,W/S,BERKELEY ST,N/O,QUEEN ST E,AZ
***52488,20220107,2,PARK - LONGER THAN 3 HOURS,30,0428,S/S,HARWOOD RD,E/O,CHESTON RD,ON
***52489,20220107,2,PARK - LONGER THAN 3 HOURS,30,0429,S/S,HARWOOD RD,E/O,CHESTON RD,ON
***52490,20220107,2,PARK - LONGER THAN 3 HOURS,30,0431,S/S,HARWOOD RD,E/O,CLEVELAND ST,ON
***05200,20220107,2,PARK - LONGER THAN 3 HOURS,30,0431,OPP,39 CONNORVALE AVE,,,ON
***05201,20220107,2,PARK - LONGER THAN 3 HOURS,30,0432,OPP,39 CONNORVALE AVE,,,ON
***52491,20220107,2,PARK - LONGER THAN 3 HOURS,30,0433,S/S,HARWOOD RD,E/O,CLEVELAND ST,ON
***52492,20220107,2,PARK - LONGER THAN 3 HOURS,30,0434,S/S,HARWOOD RD,E/O,CLEVELAND ST,ON
***52493,20220107,2,PARK - LONGER THAN 3 HOURS,30,0437,S/S,HARWOOD RD,W/O,BELCOURT RD,ON
***52494,20220107,2,PARK - LONGER THAN 3 HOURS,30,0439,S/S,HARWOOD RD,W/O,BELCOURT RD,ON
***52495,20220107,2,PARK - LONGER THAN 3 HOURS,30,0440,S/S,HARWOOD RD,W/O,BELCOURT RD,ON
***52496,20220107,2,PARK - LONGER THAN 3 HOURS,30,0442,S/S,HARWOOD RD,W/O,BELCOURT RD,ON
***52497,20220107,2,PARK - LONGER THAN 3 HOURS,30,0444,S/S,HARWOOD RD,W/O,BELCOURT RD,ON
***52498,20220107,2,PARK - LONGER THAN 3 HOURS,30,0446,S/S,HARWOOD RD,W/O,BELCOURT RD,ON
***52499,20220107,2,PARK - LONGER THAN 3 HOURS,30,0447,S/S,HARWOOD RD,W/O,BELCOURT RD,ON
***52500,20220107,2,PARK - LONGER THAN 3 HOURS,30,0448,S/S,HARWOOD RD,W/O,BELCOURT RD,ON
***92176,20220107,2,PARK - LONGER THAN 3 HOURS,30,0449,NR,235 QUEEN'S DR,,,ON
***52501,20220107,2,PARK - LONGER THAN 3 HOURS,30,0449,S/S,HARWOOD RD,W/O,BELCOURT RD,ON
***52502,20220107,2,PARK - LONGER THAN 3 HOURS,30,0451,S/S,HARWOOD RD,W/O,BELCOURT RD,ON
***52503,20220107,2,PARK - LONGER THAN 3 HOURS,30,0453,S/S,HARWOOD RD,W/O,BOYTON RD,ON
***52504,20220107,2,PARK - LONGER THAN 3 HOURS,30,0454,S/S,HARWOOD RD,W/O,BOYTON RD,ON
***52505,20220107,2,PARK - LONGER THAN 3 HOURS,30,0455,S/S,HARWOOD RD,W/O,BOYTON RD,ON
***67685,20220107,2,PARK - LONGER THAN 3 HOURS,30,0457,NR,76 CASTLE HILL DR,,,ON
***83179,20220107,2,PARK - LONGER THAN 3 HOURS,30,0906,NR,THE POND RD,W/O,HAYNES AVE,ON
***83180,20220107,2,PARK - LONGER THAN 3 HOURS,30,0907,NR,THE POND RD,W/O,HAYNES AVE,ON
***83181,20220107,2,PARK - LONGER THAN 3 HOURS,30,0909,NR,9 HERZBERG GDNS,,,ON
***83182,20220107,2,PARK - LONGER THAN 3 HOURS,30,0910,NR,9 HERZBERG GDNS,,,ON
***83183,20220107,2,PARK - LONGER THAN 3 HOURS,30,0915,NR,16 BOAKE ST,,,ON
***83184,20220107,2,PARK - LONGER THAN 3 HOURS,30,0916,NR,16 BOAKE ST,,,ON
***83185,20220107,2,PARK - LONGER THAN 3 HOURS,30,0917,NR,16 BOAKE ST,,,ON
***83186,20220107,2,PARK - LONGER THAN 3 HOURS,30,0918,NR,30 BOAKE ST,,,QC
***83187,20220107,2,PARK - LONGER THAN 3 HOURS,30,0920,NR,30 BOAKE ST,,,ON
***83188,20220107,2,PARK - LONGER THAN 3 HOURS,30,0923,NR,29 KIDD TER,,,ON
***83189,20220107,2,PARK - LONGER THAN 3 HOURS,30,0924,NR,5 KIDD TER,,,ON
***83190,20220107,2,PARK - LONGER THAN 3 HOURS,30,0926,NR,2 TROYER AVE,,,ON
***83191,20220107,2,PARK - LONGER THAN 3 HOURS,30,0928,NR,12 TROYER AVE,,,ON
***83192,20220107,2,PARK - LONGER THAN 3 HOURS,30,0929,NR,12 TROYER AVE,,,ON
***83193,20220107,2,PARK - LONGER THAN 3 HOURS,30,0929,NR,12 TROYER AVE,,,ON
***90330,20220107,2,PARK - LONGER THAN 3 HOURS,30,1003,E/S,DALHOUSIE ST,S/O,SHUTER ST,ON
***55131,20220107,2,PARK - LONGER THAN 3 HOURS,30,1026,AT,150 PHYLLIS AVE,,,ON
***90333,20220107,2,PARK - LONGER THAN 3 HOURS,30,1028,OPP,200 QUEENS QUAY E,,,ON
***55132,20220107,2,PARK - LONGER THAN 3 HOURS,30,1029,NR,197 PHYLLIS AVE,,,ON
***77947,20220107,2,PARK - LONGER THAN 3 HOURS,30,1031,NR,200 PHYLLIS AVE,,,ON
***83051,20220107,2,PARK - LONGER THAN 3 HOURS,30,1053,OPP,83 OCKWELL MANOR DR,,,ON
***36634,20220107,2,PARK - LONGER THAN 3 HOURS,30,1101,NR,1560 DUNDAS ST E,,,ON
***36635,20220107,2,PARK - LONGER THAN 3 HOURS,30,1101,NR,1562 DUNDAS ST E,,,QC
***36636,20220107,2,PARK - LONGER THAN 3 HOURS,30,1102,NR,1568 DUNDAS ST E,,,ON
***36637,20220107,2,PARK - LONGER THAN 3 HOURS,30,1103,NR,1572 DUNDAS ST E,,,ON
***36638,20220107,2,PARK - LONGER THAN 3 HOURS,30,1104,NR,1578 DUNDAS ST E,,,ON
***36639,20220107,2,PARK - LONGER THAN 3 HOURS,30,1105,NR,1584 DUNDAS ST E,,,ON
***36640,20220107,2,PARK - LONGER THAN 3 HOURS,30,1105,NR,1573 DUNDAS ST E,,,ON
***36641,20220107,2,PARK - LONGER THAN 3 HOURS,30,1106,NR,1569 DUNDAS ST E,,,ON
***36642,20220107,2,PARK - LONGER THAN 3 HOURS,30,1107,NR,1557 DUNDAS ST E,,,ON
***36643,20220107,2,PARK - LONGER THAN 3 HOURS,30,1108,NR,1549 DUNDAS ST E,,,ON
***36644,20220107,2,PARK - LONGER THAN 3 HOURS,30,1108,NR,1549 DUNDAS ST E,,,ON
***36645,20220107,2,PARK - LONGER THAN 3 HOURS,30,1109,NR,1543 DUNDAS ST E,,,ON
***36646,20220107,2,PARK - LONGER THAN 3 HOURS,30,1110,NR,1540 DUNDAS ST E,,,ON
***84345,20220107,2,PARK - LONGER THAN 3 HOURS,30,1117,NR,127 CAMERON AVE,,,ON
***24785,20220107,2,PARK - LONGER THAN 3 HOURS,30,1140,NR,40 ROSENEATH GDNS,,,ON
***24789,20220107,2,PARK - LONGER THAN 3 HOURS,30,1153,NR,251 BENSON AVE,,,ON
***24790,20220107,2,PARK - LONGER THAN 3 HOURS,30,1154,NR,259 BENSON AVE,,,ON
***36649,20220107,2,PARK - LONGER THAN 3 HOURS,30,1216,NR,254 GLEN MANOR DR,,,ON
***36650,20220107,2,PARK - LONGER THAN 3 HOURS,30,1228,NR,238 KINGSWOOD RD,,,ON
***36651,20220107,2,PARK - LONGER THAN 3 HOURS,30,1229,NR,248 KINGSWOOD RD,,,ON
***50295,20220107,2,PARK - LONGER THAN 3 HOURS,30,1238,NR,53 LUCY AVE,,,ON
***83202,20220107,2,PARK - LONGER THAN 3 HOURS,30,1246,NR,37 RUBYDALE GDNS,,,ON
***77950,20220107,2,PARK - LONGER THAN 3 HOURS,30,1303,NR,203 OAKRIDGE DR,,,ON
***79056,20220107,2,PARK - LONGER THAN 3 HOURS,30,1305,NR,61 BINSWOOD AVE,,,ON
***79057,20220107,2,PARK - LONGER THAN 3 HOURS,30,1307,NR,61 BINSWOOD AVE,,,ON
***77951,20220107,2,PARK - LONGER THAN 3 HOURS,30,1308,NR,158 OAKRIDGE DR,,,ON
***84349,20220107,2,PARK - LONGER THAN 3 HOURS,30,1331,NR,79 GREENBROOK DR,,,ON
***70553,20220107,2,PARK - LONGER THAN 3 HOURS,30,1341,NR,63 BAINBRIDGE AVE,,,ON
***76039,20220107,2,PARK - LONGER THAN 3 HOURS,30,1342,NR,53 BAINBRIDGE AVE,,,ON
***66464,20220107,2,PARK - LONGER THAN 3 HOURS,30,1825,NR,17 THORNDALE AVE,,,ON
***70451,20220107,2,PARK - LONGER THAN 3 HOURS,30,1848,NR,112 SIXTEENTH ST,,,ON
***59542,20220107,2,PARK - LONGER THAN 3 HOURS,30,1907,NR,99 STAFFORD ST,,,ON
***81454,20220107,2,PARK - LONGER THAN 3 HOURS,30,1953,NR,1061 WOODBINE AVE,,,ON
***81456,20220107,2,PARK - LONGER THAN 3 HOURS,30,2024,NR,35 GEORGE WEBSTER RD,,,ON
***81457,20220107,2,PARK - LONGER THAN 3 HOURS,30,2025,NR,35 GEORGE WEBSTER RD,,,ON
***81458,20220107,2,PARK - LONGER THAN 3 HOURS,30,2029,NR,35 GEORGE WEBSTER RD,,,ON
***81459,20220107,2,PARK - LONGER THAN 3 HOURS,30,2031,NR,1 GEORGE WEBSTER RD,,,ON
***70528,20220107,2,PARK - LONGER THAN 3 HOURS,30,2041,NR,11 ROSENEATH GDNS,,,ON
***70529,20220107,2,PARK - LONGER THAN 3 HOURS,30,2045,NR,65 ROSENEATH GDNS,,,ON
***20360,20220107,2,PARK - LONGER THAN 3 HOURS,30,2052,NR,361 SILVERTHORN AVE,,,ON
***31598,20220107,2,PARK - LONGER THAN 3 HOURS,30,2054,NR,64 BETHUNE BLVD,,,ON
***81460,20220107,2,PARK - LONGER THAN 3 HOURS,30,2054,N/S,SKOPJE GT,W/O,O'CONNOR DR,ON
***31599,20220107,2,PARK - LONGER THAN 3 HOURS,30,2055,NR,62 BETHUNE BLVD,,,ON
***81461,20220107,2,PARK - LONGER THAN 3 HOURS,30,2100,NR,16 BLAIR ST,,,ON
***81462,20220107,2,PARK - LONGER THAN 3 HOURS,30,2101,NR,16 BLAIR ST,,,ON
***81463,20220107,2,PARK - LONGER THAN 3 HOURS,30,2102,NR,16 BLAIR ST,,,ON
***70532,20220107,2,PARK - LONGER THAN 3 HOURS,30,2103,NR,87 LANARK AVE,,,ON
***81464,20220107,2,PARK - LONGER THAN 3 HOURS,30,2104,NR,16 BLAIR ST,,,ON
***10661,20220107,2,PARK - LONGER THAN 3 HOURS,30,2105,NR,60 GARNOCK AVE,,,ON
***81465,20220107,2,PARK - LONGER THAN 3 HOURS,30,2106,NR,16 BLAIR ST,,,ON
***11036,20220107,2,PARK - LONGER THAN 3 HOURS,30,2107,NR,63 LANARK AVE,,,ON
***10662,20220107,2,PARK - LONGER THAN 3 HOURS,30,2108,NR,4 GARNOCK AVE,,,ON
***03759,20220107,2,PARK - LONGER THAN 3 HOURS,30,2115,NR,93 LOWRY SQ,,,ON
***31600,20220107,2,PARK - LONGER THAN 3 HOURS,30,2118,NR,31 WANSTEAD AVE,,,ON
***31601,20220107,2,PARK - LONGER THAN 3 HOURS,30,2119,NR,31 WANSTEAD AVE,,,ON
***31602,20220107,2,PARK - LONGER THAN 3 HOURS,30,2120,NR,31 WANSTEAD AVE,,,ON
***31603,20220107,2,PARK - LONGER THAN 3 HOURS,30,2122,NR,19 WANSTEAD AVE,,,ON
***31604,20220107,2,PARK - LONGER THAN 3 HOURS,30,2122,NR,19 WANSTEAD AVE,,,ON
***31605,20220107,2,PARK - LONGER THAN 3 HOURS,30,2124,NR,9 WANSTEAD AVE,,,ON
***31606,20220107,2,PARK - LONGER THAN 3 HOURS,30,2124,NR,9 WANSTEAD AVE,,,ON
***57435,20220107,2,PARK - LONGER THAN 3 HOURS,30,2126,NR,64 LIGHTWOOD DR,,,ON
***57436,20220107,2,PARK - LONGER THAN 3 HOURS,30,2128,OPP,64 LIGHTWOOD DR,,,ON
***57437,20220107,2,PARK - LONGER THAN 3 HOURS,30,2128,OPP,64 LIGHTWOOD DR,,,ON
***57438,20220107,2,PARK - LONGER THAN 3 HOURS,30,2130,NR,64 LIGHTWOOD DR,,,ON
***61938,20220107,2,PARK - LONGER THAN 3 HOURS,30,2131,NR,64 LIGHTWOOD DR,,,ON
***61939,20220107,2,PARK - LONGER THAN 3 HOURS,30,2132,OPP,64 LIGHTWOOD DR,,,ON
***31607,20220107,2,PARK - LONGER THAN 3 HOURS,30,2134,NR,64 FERGUSON ST,,,ON
***31608,20220107,2,PARK - LONGER THAN 3 HOURS,30,2135,NR,64 FERGUSON ST,,,ON
***31609,20220107,2,PARK - LONGER THAN 3 HOURS,30,2136,NR,58 FERGUSON ST,,,ON
***31610,20220107,2,PARK - LONGER THAN 3 HOURS,30,2137,NR,52 FERGUSON ST,,,ON
***31611,20220107,2,PARK - LONGER THAN 3 HOURS,30,2141,NR,23 FERGUSON ST,,,ON
***31612,20220107,2,PARK - LONGER THAN 3 HOURS,30,2142,NR,23 FERGUSON ST,,,ON
***31613,20220107,2,PARK - LONGER THAN 3 HOURS,30,2143,NR,23 FERGUSON ST,,,ON
***31614,20220107,2,PARK - LONGER THAN 3 HOURS,30,2144,NR,13 FERGUSON ST,,,ON
***31615,20220107,2,PARK - LONGER THAN 3 HOURS,30,2153,NR,14 JEAVONS AVE,,,ON
***03760,20220107,2,PARK - LONGER THAN 3 HOURS,30,2155,NR,20 ORCHID PLACE DR,,,ON
***03761,20220107,2,PARK - LONGER THAN 3 HOURS,30,2156,NR,20 ORCHID PLACE DR,,,ON
***03762,20220107,2,PARK - LONGER THAN 3 HOURS,30,2157,NR,20 ORCHID PLACE DR,,,ON
***09305,20220107,2,PARK - LONGER THAN 3 HOURS,30,2158,NR,20 ORCHID PLACE DR,,,ON
***09306,20220107,2,PARK - LONGER THAN 3 HOURS,30,2202,NR,50 ORCHID PLACE DR,,,ON
***09307,20220107,2,PARK - LONGER THAN 3 HOURS,30,2203,OPP,50 ORCHID PLACE DR,,,ON
***09308,20220107,2,PARK - LONGER THAN 3 HOURS,30,2205,OPP,60 ORCHID PLACE DR,,,ON
***09309,20220107,2,PARK - LONGER THAN 3 HOURS,30,2207,NR,60 ORCHID PLACE DR,,,ON
***09310,20220107,2,PARK - LONGER THAN 3 HOURS,30,2209,NR,60 ORCHID PLACE DR,,,ON
***09311,20220107,2,PARK - LONGER THAN 3 HOURS,30,2209,NR,80 ORCHID PLACE DR,,,ON
***09312,20220107,2,PARK - LONGER THAN 3 HOURS,30,2210,NR,80 ORCHID PLACE DR,,,ON
***09313,20220107,2,PARK - LONGER THAN 3 HOURS,30,2213,NR,90 ORCHID PLACE DR,,,ON
***57778,20220108,2,PARK - LONGER THAN 3 HOURS,30,0159,NR,16 GLEN AGAR DR,,,ON
***69692,20220108,2,PARK - LONGER THAN 3 HOURS,30,0305,OPP,12 CARNARVON AVE,,,ON
***69693,20220108,2,PARK - LONGER THAN 3 HOURS,30,0307,NR,12 CARNARVON AVE,,,ON
***69694,20220108,2,PARK - LONGER THAN 3 HOURS,30,0308,NR,12 CARNARVON AVE,,,ON
***50561,20220108,2,PARK - LONGER THAN 3 HOURS,30,0312,NR,38 PACKARD BLVD,,,ON
***50562,20220108,2,PARK - LONGER THAN 3 HOURS,30,0314,NR,20 PACKARD BLVD,,,ON
***57312,20220108,2,PARK - LONGER THAN 3 HOURS,30,0319,NR,28 MERRIAN RD,,,ON
***57313,20220108,2,PARK - LONGER THAN 3 HOURS,30,0320,NR,42 MERRIAN RD,,,ON
***57314,20220108,2,PARK - LONGER THAN 3 HOURS,30,0321,NR,42 MERRIAN RD,,,ON
***22775,20220108,2,PARK - LONGER THAN 3 HOURS,30,0345,OPP,9 WOLVERINE WAY,,,ON
***22776,20220108,2,PARK - LONGER THAN 3 HOURS,30,0346,OPP,9 WOLVERINE WAY,,,ON
***22777,20220108,2,PARK - LONGER THAN 3 HOURS,30,0347,OPP,9 WOLVERINE WAY,,,ON
***00167,20220108,2,PARK - LONGER THAN 3 HOURS,30,0352,N/S,GREENDALE CRES,W/O,GREENDALE AVE,ON
***00168,20220108,2,PARK - LONGER THAN 3 HOURS,30,0353,NR,14 GREENDALE CRES,,,ON
***57315,20220108,2,PARK - LONGER THAN 3 HOURS,30,0356,NR,32 ANDREW AVE,,,ON
***50565,20220108,2,PARK - LONGER THAN 3 HOURS,30,0405,OPP,14 MCMORROW CRT,,,ON
***50566,20220108,2,PARK - LONGER THAN 3 HOURS,30,0409,NR,16 RODARICK DR,,,ON
***22778,20220108,2,PARK - LONGER THAN 3 HOURS,30,0410,NR,4 DEBLYN DR,,,QC
***22779,20220108,2,PARK - LONGER THAN 3 HOURS,30,0411,NR,4 DEBLYN DR,,,ON
***66122,20220108,2,PARK - LONGER THAN 3 HOURS,30,0411,NR,21 DELSING DR,,,ON
***22780,20220108,2,PARK - LONGER THAN 3 HOURS,30,0412,NR,18 DEBLYN DR,,,ON
***66123,20220108,2,PARK - LONGER THAN 3 HOURS,30,0414,NR,31 DELSING DR,,,ON
***66124,20220108,2,PARK - LONGER THAN 3 HOURS,30,0416,NR,32 DELSING DR,,,ON
***66125,20220108,2,PARK - LONGER THAN 3 HOURS,30,0417,NR,41 DELSING DR,,,ON
***66126,20220108,2,PARK - LONGER THAN 3 HOURS,30,0420,W/S,DELSING DR,S/O,WATERBEACH CRES,ON
***66127,20220108,2,PARK - LONGER THAN 3 HOURS,30,0425,NR,16 TURNVALE RD,,,ON
***66128,20220108,2,PARK - LONGER THAN 3 HOURS,30,0427,NR,31 TURNVALE RD,,,ON
***66129,20220108,2,PARK - LONGER THAN 3 HOURS,30,0428,NR,31 TURNVALE RD,,,QC
***66130,20220108,2,PARK - LONGER THAN 3 HOURS,30,0430,NR,61 TURNVALE RD,,,ON
***66131,20220108,2,PARK - LONGER THAN 3 HOURS,30,0433,NR,34 ALICEWOOD CRT,,,ON
***66132,20220108,2,PARK - LONGER THAN 3 HOURS,30,0435,NR,30 ALICEWOOD CRT,,,ON
***50570,20220108,2,PARK - LONGER THAN 3 HOURS,30,0436,OPP,29 BENLIGHT CRES,,,ON
***66133,20220108,2,PARK - LONGER THAN 3 HOURS,30,0438,NR,9 ALICEWOOD CRT,,,ON
***22790,20220108,2,PARK - LONGER THAN 3 HOURS,30,0445,OPP,151 VILLAGE GREEN SQ,,,ON
***22791,20220108,2,PARK - LONGER THAN 3 HOURS,30,0446,NR,151 VILLAGE GREEN SQ,,,ON
***22792,20220108,2,PARK - LONGER THAN 3 HOURS,30,0449,OPP,295 VILLAGE GREEN SQ,,,ON
***22793,20220108,2,PARK - LONGER THAN 3 HOURS,30,0450,OPP,295 VILLAGE GREEN SQ,,,ON
***22794,20220108,2,PARK - LONGER THAN 3 HOURS,30,0450,OPP,295 VILLAGE GREEN SQ,,,ON
***66135,20220108,2,PARK - LONGER THAN 3 HOURS,30,0455,NR,49 DRYDEN WAY,,,ON
***22795,20220108,2,PARK - LONGER THAN 3 HOURS,30,0500,OPP,90 GLENDOWER CRCT,,,ON
***22796,20220108,2,PARK - LONGER THAN 3 HOURS,30,0501,OPP,74 GLENDOWER CRCT,,,ON
***22797,20220108,2,PARK - LONGER THAN 3 HOURS,30,0510,NR,23 TODD RD,,,ON
***67744,20220108,2,PARK - LONGER THAN 3 HOURS,30,0511,NR,68 GLENCREST BLVD,,,ON
***67745,20220108,2,PARK - LONGER THAN 3 HOURS,30,0512,NR,68 GLENCREST BLVD,,,ON
***67746,20220108,2,PARK - LONGER THAN 3 HOURS,30,0513,OPP,84 GLENCREST BLVD,,,ON
***56675,20220108,2,PARK - LONGER THAN 3 HOURS,30,0941,NR,100 WEXFORD BLVD,,,ON
***56676,20220108,2,PARK - LONGER THAN 3 HOURS,30,0942,NR,100 WEXFORD BLVD,,,ON
***91943,20220108,2,PARK - LONGER THAN 3 HOURS,30,1026,NR,109 KEELER BLVD,,,ON
***91944,20220108,2,PARK - LONGER THAN 3 HOURS,30,1027,NR,107 KEELER BLVD,,,ON
***91945,20220108,2,PARK - LONGER THAN 3 HOURS,30,1028,NR,106 KEELER BLVD,,,ON
***32480,20220108,2,PARK - LONGER THAN 3 HOURS,30,1036,OPP,180 MANITOBA ST,,,ON
***32481,20220108,2,PARK - LONGER THAN 3 HOURS,30,1039,OPP,220 MANITOBA ST,,,ON
***32482,20220108,2,PARK - LONGER THAN 3 HOURS,30,1040,OPP,220 MANITOBA ST,,,ON
***83055,20220108,2,PARK - LONGER THAN 3 HOURS,30,1044,OPP,84 LANSBURY DR,,,ON
***32483,20220108,2,PARK - LONGER THAN 3 HOURS,30,1047,OPP,220 MANITOBA ST,,,ON
***32484,20220108,2,PARK - LONGER THAN 3 HOURS,30,1048,NR,220 MANITOBA ST,,,ON
***32485,20220108,2,PARK - LONGER THAN 3 HOURS,30,1049,NR,220 MANITOBA ST,,,ON
***32486,20220108,2,PARK - LONGER THAN 3 HOURS,30,1050,NR,220 MANITOBA ST,,,ON
***32487,20220108,2,PARK - LONGER THAN 3 HOURS,30,1052,OPP,270 MANITOBA ST,,,ON
***56678,20220108,2,PARK - LONGER THAN 3 HOURS,30,1054,NR,32 VIVIAN RD,,,ON
***32488,20220108,2,PARK - LONGER THAN 3 HOURS,30,1054,NR,270 MANITOBA ST,,,ON
***56679,20220108,2,PARK - LONGER THAN 3 HOURS,30,1055,NR,32 VIVIAN RD,,,ON
***32489,20220108,2,PARK - LONGER THAN 3 HOURS,30,1055,NR,270 MANITOBA ST,,,ON
***56680,20220108,2,PARK - LONGER THAN 3 HOURS,30,1056,NR,32 VIVIAN RD,,,ON
***88968,20220108,2,PARK - LONGER THAN 3 HOURS,30,1105,NR,149 CAMERON AVE,,,ON
***45487,20220108,2,PARK - LONGER THAN 3 HOURS,30,1120,NR,59 HAMPTONBROOK DR,,,ON
***45488,20220108,2,PARK - LONGER THAN 3 HOURS,30,1121,NR,59 HAMPTONBROOK DR,,,ON
***45489,20220108,2,PARK - LONGER THAN 3 HOURS,30,1122,NR,59 HAMPTONBROOK DR,,,ON
***45490,20220108,2,PARK - LONGER THAN 3 HOURS,30,1144,NR,16 LOIRE CRT,,,ON
***45491,20220108,2,PARK - LONGER THAN 3 HOURS,30,1145,NR,16 LOIRE CRT,,,ON
***56681,20220108,2,PARK - LONGER THAN 3 HOURS,30,1225,NR,134 CANLISH RD,,,ON
***56682,20220108,2,PARK - LONGER THAN 3 HOURS,30,1259,NR,53 LUCY AVE,,,ON
***56683,20220108,2,PARK - LONGER THAN 3 HOURS,30,1300,NR,53 LUCY AVE,,,ON
***68861,20220108,2,PARK - LONGER THAN 3 HOURS,30,1315,E/S,MUTUAL ST,N/O,SHUTER ST,ON
***68862,20220108,2,PARK - LONGER THAN 3 HOURS,30,1316,E/S,MUTUAL ST,N/O,SHUTER ST,ON
***68863,20220108,2,PARK - LONGER THAN 3 HOURS,30,1317,E/S,MUTUAL ST,N/O,SHUTER ST,ON
***30123,20220108,2,PARK - LONGER THAN 3 HOURS,30,1343,NR,56 ROSENEATH GDNS,,,ON
***30124,20220108,2,PARK - LONGER THAN 3 HOURS,30,1345,NR,66 ROSENEATH GDNS,,,ON
***68872,20220108,2,PARK - LONGER THAN 3 HOURS,30,1349,E/S,DALHOUSIE ST,S/O,SHUTER ST,ON
***68873,20220108,2,PARK - LONGER THAN 3 HOURS,30,1350,E/S,DALHOUSIE ST,S/O,SHUTER ST,ON
***68874,20220108,2,PARK - LONGER THAN 3 HOURS,30,1351,E/S,DALHOUSIE ST,S/O,SHUTER ST,ON
***70614,20220108,2,PARK - LONGER THAN 3 HOURS,30,1823,NR,67 OLDHAM RD,,,ON
***76400,20220108,2,PARK - LONGER THAN 3 HOURS,30,1829,OPP,114 ALGOMA ST,,,ON
***10679,20220108,2,PARK - LONGER THAN 3 HOURS,30,1840,NR,60 GARNOCK AVE,,,ON
***76401,20220108,2,PARK - LONGER THAN 3 HOURS,30,1858,NR,112 SIXTEENTH ST,,,ON
***76402,20220108,2,PARK - LONGER THAN 3 HOURS,30,1859,NR,114 SIXTEENTH ST,,,ON
***20034,20220108,2,PARK - LONGER THAN 3 HOURS,30,1906,NR,176 CAMPBELL AVE,,,ON
***84916,20220108,2,PARK - LONGER THAN 3 HOURS,30,1927,NR,252 GLEN MANOR DR W,,,ON
***31746,20220108,2,PARK - LONGER THAN 3 HOURS,30,1934,NR,312 SACKVILLE ST,,,ON
***31747,20220108,2,PARK - LONGER THAN 3 HOURS,30,1935,OPP,349 SACKVILLE ST,,,ON
***10683,20220108,2,PARK - LONGER THAN 3 HOURS,30,1956,NR,80 HILTZ AVE,,,ON
***09319,20220108,2,PARK - LONGER THAN 3 HOURS,30,2007,OPP,4 CURTIS CRES,,,ON
***09320,20220108,2,PARK - LONGER THAN 3 HOURS,30,2009,OPP,7 CURTIS CRES,,,ON
***09321,20220108,2,PARK - LONGER THAN 3 HOURS,30,2010,OPP,7 CURTIS CRES,,,ON
***09322,20220108,2,PARK - LONGER THAN 3 HOURS,30,2012,NR,30 CURTIS CRES,,,ON
***09323,20220108,2,PARK - LONGER THAN 3 HOURS,30,2014,OPP,53 CURTIS CRES,,,ON
***86604,20220108,2,PARK - LONGER THAN 3 HOURS,30,2014,NR,827 SAMMON AVE,,,ON
