tag_number_masked,date_of_infraction,infraction_code,infraction_description,set_fine_amount,time_of_infraction,location1,location2,location3,location4,province
***46513,20220104,2,PARK - LONGER THAN 3 HOURS,30,0323,NR,26 GLAIVE DR,,,ON
***46514,20220104,2,PARK - LONGER THAN 3 HOURS,30,0325,NR,18 GLAIVE DR,,,ON
***05443,20220104,2,PARK - LONGER THAN 3 HOURS,30,0326,NR,43 ESTATE DR,,,ON
***46515,20220104,2,PARK - LONGER THAN 3 HOURS,30,0326,NR,18 GLAIVE DR,,,ON
***05444,20220104,2,PARK - LONGER THAN 3 HOURS,30,0328,NR,33 ESTATE DR,,,ON
***46516,20220104,2,PARK - LONGER THAN 3 HOURS,30,0329,NR,75 SHROPSHIRE DR,,,ON
***46517,20220104,2,PARK - LONGER THAN 3 HOURS,30,0330,NR,45 SHROPSHIRE DR,,,ON
***52674,20220104,2,PARK - LONGER THAN 3 HOURS,30,0331,NR,59 BRAYWIN DR,,,ON
***05445,20220104,2,PARK - LONGER THAN 3 HOURS,30,0331,NR,33 ESTATE DR,,,ON
***46518,20220104,2,PARK - LONGER THAN 3 HOURS,30,0331,NR,41 SHROPSHIRE DR,,,ON
***52675,20220104,2,PARK - LONGER THAN 3 HOURS,30,0332,NR,64 BRAYWIN DR,,,ON
***46519,20220104,2,PARK - LONGER THAN 3 HOURS,30,0333,NR,29 SHROPSHIRE DR,,,ON
***05446,20220104,2,PARK - LONGER THAN 3 HOURS,30,0334,NR,33 ESTATE DR,,,ON
***46520,20220104,2,PARK - LONGER THAN 3 HOURS,30,0335,NR,16 SHROPSHIRE DR,,,ON
***46521,20220104,2,PARK - LONGER THAN 3 HOURS,30,0340,NR,20 JAPONICA RD,,,ON
***46522,20220104,2,PARK - LONGER THAN 3 HOURS,30,0342,NR,39 JAPONICA RD,,,ON
***46523,20220104,2,PARK - LONGER THAN 3 HOURS,30,0347,OPP,93 MURRAY GLEN DR,,,ON
***46524,20220104,2,PARK - LONGER THAN 3 HOURS,30,0348,OPP,93 MURRAY GLEN DR,,,QC
***46525,20220104,2,PARK - LONGER THAN 3 HOURS,30,0350,NR,61 MURRAY GLEN DR,,,ON
***85924,20220104,2,PARK - LONGER THAN 3 HOURS,30,0354,N/S,GREENDALE CRES,W/O,GREENDALE AVE,ON
***85925,20220104,2,PARK - LONGER THAN 3 HOURS,30,0355,NR,14 GREENDALE CRES,,,ON
***46526,20220104,2,PARK - LONGER THAN 3 HOURS,30,0358,NR,18 DROXFORD AVE,,,ON
***52677,20220104,2,PARK - LONGER THAN 3 HOURS,30,0410,NR,2 ARBORWOOD DR,,,ON
***46527,20220104,2,PARK - LONGER THAN 3 HOURS,30,0410,NR,145 PRESLEY AVE,,,ON
***46528,20220104,2,PARK - LONGER THAN 3 HOURS,30,0412,NR,132 PRESLEY AVE,,,ON
***46529,20220104,2,PARK - LONGER THAN 3 HOURS,30,0414,NR,105 PRESLEY AVE,,,ON
***46530,20220104,2,PARK - LONGER THAN 3 HOURS,30,0416,NR,68 PRESLEY AVE,,,ON
***05447,20220104,2,PARK - LONGER THAN 3 HOURS,30,0417,NR,140 ADANAC DR,,,ON
***46531,20220104,2,PARK - LONGER THAN 3 HOURS,30,0418,NR,50 PRESLEY AVE,,,ON
***05448,20220104,2,PARK - LONGER THAN 3 HOURS,30,0419,NR,140 ADANAC DR,,,ON
***05449,20220104,2,PARK - LONGER THAN 3 HOURS,30,0420,NR,140 ADANAC DR,,,QC
***52678,20220104,2,PARK - LONGER THAN 3 HOURS,30,0421,NR,201 CLEARBROOKE CRCL,,,ON
***52679,20220104,2,PARK - LONGER THAN 3 HOURS,30,0425,NR,3 CROMARTY DR,,,ON
***05450,20220104,2,PARK - LONGER THAN 3 HOURS,30,0425,NR,61 ADANAC DR,,,ON
***11400,20220104,2,PARK - LONGER THAN 3 HOURS,30,0427,NR,71 ADANAC DR,,,ON
***52680,20220104,2,PARK - LONGER THAN 3 HOURS,30,0436,NR,9 BRIDGENORTH CRES,,,ON
***52681,20220104,2,PARK - LONGER THAN 3 HOURS,30,0438,NR,32 BRIDGENORTH CRES,,,ON
***11402,20220104,2,PARK - LONGER THAN 3 HOURS,30,0452,NR,41 BENLIGHT CRES,,,ON
***11403,20220104,2,PARK - LONGER THAN 3 HOURS,30,0454,NR,28 BENLIGHT CRES,,,ON
***04971,20220104,2,PARK - LONGER THAN 3 HOURS,30,1021,NR,107 KENNEDY RD,,,ON
***10496,20220104,2,PARK - LONGER THAN 3 HOURS,30,1022,NR,109 KENNEDY RD,,,ON
***10497,20220104,2,PARK - LONGER THAN 3 HOURS,30,1024,NR,176 KENNEDY RD,,,ON
***72590,20220104,2,PARK - LONGER THAN 3 HOURS,30,1052,OPP,5 SCARBELL DR,,,ON
***88397,20220104,2,PARK - LONGER THAN 3 HOURS,30,1100,NR,332 SAMMON AVE,,,ON
***72591,20220104,2,PARK - LONGER THAN 3 HOURS,30,1105,OPP,19 EARLTHORPE CRES,,,ON
***72592,20220104,2,PARK - LONGER THAN 3 HOURS,30,1106,OPP,7 EARLTHORPE CRES,,,ON
***72593,20220104,2,PARK - LONGER THAN 3 HOURS,30,1107,OPP,12 EARLTHORPE CRES,,,ON
***72594,20220104,2,PARK - LONGER THAN 3 HOURS,30,1108,OPP,12 EARLTHORPE CRES,,,ON
***72595,20220104,2,PARK - LONGER THAN 3 HOURS,30,1110,OPP,20 EARLTHORPE CRES,,,ON
***18492,20220104,2,PARK - LONGER THAN 3 HOURS,30,1121,NR,10 ATHLONE DR,,,ON
***25719,20220104,2,PARK - LONGER THAN 3 HOURS,30,1122,NR,10 ATHLONE DR,,,ON
***97989,20220104,2,PARK - LONGER THAN 3 HOURS,30,1130,NR,538 COLDSTREAM AVE,,,ON
***97990,20220104,2,PARK - LONGER THAN 3 HOURS,30,1142,NR,114 ROSENEATH GDNS,,,ON
***97991,20220104,2,PARK - LONGER THAN 3 HOURS,30,1145,NR,114 ROSENEATH GDNS,,,ON
***97992,20220104,2,PARK - LONGER THAN 3 HOURS,30,1147,NR,12 ROSENEATH GDNS,,,ON
***88400,20220104,2,PARK - LONGER THAN 3 HOURS,30,1150,E/S,NORTHDALE BLVD,S/O,HOLLINGER RD,ON
***88401,20220104,2,PARK - LONGER THAN 3 HOURS,30,1151,E/S,NORTHDALE BLVD,S/O,HOLLINGER RD,ON
***88402,20220104,2,PARK - LONGER THAN 3 HOURS,30,1152,E/S,NORTHDALE BLVD,S/O,HOLLINGER RD,ON
***88403,20220104,2,PARK - LONGER THAN 3 HOURS,30,1154,E/S,NORTHDALE BLVD,S/O,HOLLINGER RD,ON
***25721,20220104,2,PARK - LONGER THAN 3 HOURS,30,1157,NR,123 FOCH AVE,,,ON
***82489,20220104,2,PARK - LONGER THAN 3 HOURS,30,1222,NR,235 QUEEN'S DR,,,ON
***00837,20220104,2,PARK - LONGER THAN 3 HOURS,30,1240,S/S,BENSON AVE,E/O,WINONA DR,ON
***00838,20220104,2,PARK - LONGER THAN 3 HOURS,30,1241,S/S,BENSON AVE,E/O,WINONA DR,ON
***52613,20220104,2,PARK - LONGER THAN 3 HOURS,30,1248,NR,653 ORIOLE PKWY,,,ON
***42095,20220104,2,PARK - LONGER THAN 3 HOURS,30,1248,NR,13 THORNDALE AVE,,,ON
***42096,20220104,2,PARK - LONGER THAN 3 HOURS,30,1250,NR,13 THORNDALE AVE,,,ON
***52614,20220104,2,PARK - LONGER THAN 3 HOURS,30,1251,NR,571 ORIOLE PKWY,,,ON
***42097,20220104,2,PARK - LONGER THAN 3 HOURS,30,1251,NR,13 THORNDALE AVE,,,ON
***42098,20220104,2,PARK - LONGER THAN 3 HOURS,30,1253,NR,15 THORNDALE AVE,,,ON
***42099,20220104,2,PARK - LONGER THAN 3 HOURS,30,1255,NR,31 THORNDALE AVE,,,ON
***97335,20220104,2,PARK - LONGER THAN 3 HOURS,30,1314,NR,14 GLEN RD,,,ON
***82492,20220104,2,PARK - LONGER THAN 3 HOURS,30,1330,NR,35 GOTHAM CRT,,,ON
***42100,20220104,2,PARK - LONGER THAN 3 HOURS,30,1333,NR,22 TOPBANK DR,,,ON
***37018,20220104,2,PARK - LONGER THAN 3 HOURS,30,1339,NR,2 DAVISBROOK BLVD,,,ON
***37019,20220104,2,PARK - LONGER THAN 3 HOURS,30,1340,NR,2 DAVISBROOK BLVD,,,ON
***37020,20220104,2,PARK - LONGER THAN 3 HOURS,30,1341,NR,2 DAVISBROOK BLVD,,,ON
***37021,20220104,2,PARK - LONGER THAN 3 HOURS,30,1342,NR,2 DAVISBROOK BLVD,,,ON
***27868,20220104,2,PARK - LONGER THAN 3 HOURS,30,1357,NR,15 PARKSIDE DR,,,ON
***09319,20220104,2,PARK - LONGER THAN 3 HOURS,30,1618,NR,68 CANTERBURY PL,,,ON
***30182,20220104,2,PARK - LONGER THAN 3 HOURS,30,1853,NR,94 WEXFORD BLVD,,,ON
***30183,20220104,2,PARK - LONGER THAN 3 HOURS,30,1854,NR,94 WEXFORD BLVD,,,ON
***53630,20220104,2,PARK - LONGER THAN 3 HOURS,30,1909,NR,4 STRATH HUMBER CRT,,,ON
***77176,20220104,2,PARK - LONGER THAN 3 HOURS,30,1936,S/S,BENSON AVE,E/O,GREENSIDES AVE,ON
***77177,20220104,2,PARK - LONGER THAN 3 HOURS,30,1938,S/S,BENSON AVE,E/O,HENDRICK AVE,ON
***69442,20220104,2,PARK - LONGER THAN 3 HOURS,30,2016,NR,52 CAPTAINS WAY,,,ON
***69443,20220104,2,PARK - LONGER THAN 3 HOURS,30,2017,NR,52 CAPTAINS WAY,,,ON
***21901,20220104,2,PARK - LONGER THAN 3 HOURS,30,2031,NR,65 BRAMPTON RD,,,ON
***21902,20220104,2,PARK - LONGER THAN 3 HOURS,30,2033,NR,43 BRAMPTON RD,,,ON
***69444,20220104,2,PARK - LONGER THAN 3 HOURS,30,2037,NR,5 POGONIA ST,,,ON
***69445,20220104,2,PARK - LONGER THAN 3 HOURS,30,2040,NR,22 POGONIA ST,,,ON
***69446,20220104,2,PARK - LONGER THAN 3 HOURS,30,2042,NR,34 POGONIA ST,,,ON
***73654,20220104,2,PARK - LONGER THAN 3 HOURS,30,2044,NR,34 POGONIA ST,,,ON
***73655,20220104,2,PARK - LONGER THAN 3 HOURS,30,2045,NR,75 POGONIA ST,,,ON
***73656,20220104,2,PARK - LONGER THAN 3 HOURS,30,2047,NR,75 POGONIA ST,,,ON
***73657,20220104,2,PARK - LONGER THAN 3 HOURS,30,2049,NR,100 POGONIA ST,,,ON
***59304,20220104,2,PARK - LONGER THAN 3 HOURS,30,2109,NR,42 COLDSTREAM AVE,,,ON
***73658,20220104,2,PARK - LONGER THAN 3 HOURS,30,2116,NR,35 COYOTE CRES,,,ON
***59305,20220104,2,PARK - LONGER THAN 3 HOURS,30,2129,NR,47 MAPLE AVE,,,ON
***59306,20220104,2,PARK - LONGER THAN 3 HOURS,30,2130,NR,47 MAPLE AVE,,,ON
***59307,20220104,2,PARK - LONGER THAN 3 HOURS,30,2132,NR,47 MAPLE AVE,,,ON
***59308,20220104,2,PARK - LONGER THAN 3 HOURS,30,2135,NR,51 MAPLE AVE,,,ON
***59309,20220104,2,PARK - LONGER THAN 3 HOURS,30,2136,NR,55 MAPLE AVE,,,ON
***59310,20220104,2,PARK - LONGER THAN 3 HOURS,30,2137,NR,55 MAPLE AVE,,,ON
***73659,20220104,2,PARK - LONGER THAN 3 HOURS,30,2141,NR,6 RYECLIFFE CRT,,,QC
***30187,20220104,2,PARK - LONGER THAN 3 HOURS,30,2153,NR,14 JEAVONS AVE,,,ON
***82811,20220104,2,PARK - LONGER THAN 3 HOURS,30,2219,NR,387 SHUTER ST,,,ON
***73660,20220104,2,PARK - LONGER THAN 3 HOURS,30,2226,NR,85 EXECUTIVE CRT,,,ON
***73661,20220104,2,PARK - LONGER THAN 3 HOURS,30,2228,NR,85 EXECUTIVE CRT,,,ON
***40192,20220105,2,PARK - LONGER THAN 3 HOURS,30,0312,NR,11 MCMANUS RD,,,ON
***40193,20220105,2,PARK - LONGER THAN 3 HOURS,30,0313,NR,27 MCMANUS RD,,,QC
***52283,20220105,2,PARK - LONGER THAN 3 HOURS,30,0316,NR,37 KECALA RD,,,ON
***52284,20220105,2,PARK - LONGER THAN 3 HOURS,30,0317,NR,31 KECALA RD,,,ON
***52285,20220105,2,PARK - LONGER THAN 3 HOURS,30,0319,NR,30 KECALA RD,,,ON
***52286,20220105,2,PARK - LONGER THAN 3 HOURS,30,0319,NR,32 KECALA RD,,,ON
***52287,20220105,2,PARK - LONGER THAN 3 HOURS,30,0321,NR,16 KECALA RD,,,ON
***65280,20220105,2,PARK - LONGER THAN 3 HOURS,30,0321,OPP,70 CROCKAMHILL DR,,,ON
***65281,20220105,2,PARK - LONGER THAN 3 HOURS,30,0322,OPP,70 CROCKAMHILL DR,,,ON
***65282,20220105,2,PARK - LONGER THAN 3 HOURS,30,0323,OPP,70 CROCKAMHILL DR,,,ON
***65283,20220105,2,PARK - LONGER THAN 3 HOURS,30,0324,NR,106 CROCKAMHILL DR,,,ON
***65284,20220105,2,PARK - LONGER THAN 3 HOURS,30,0325,NR,112 CROCKAMHILL DR,,,ON
***16709,20220105,2,PARK - LONGER THAN 3 HOURS,30,0326,NR,5 HOUNDTRAIL DR,,,ON
***16710,20220105,2,PARK - LONGER THAN 3 HOURS,30,0327,NR,5 HOUNDTRAIL DR,,,ON
***40194,20220105,2,PARK - LONGER THAN 3 HOURS,30,0327,NR,16 GLEN AGAR DR,,,ON
***40195,20220105,2,PARK - LONGER THAN 3 HOURS,30,0327,NR,16 GLEN AGAR DR,,,ON
***16711,20220105,2,PARK - LONGER THAN 3 HOURS,30,0328,NR,5 HOUNDTRAIL DR,,,ON
***65285,20220105,2,PARK - LONGER THAN 3 HOURS,30,0328,NR,124 CROCKAMHILL DR,,,ON
***16712,20220105,2,PARK - LONGER THAN 3 HOURS,30,0329,NR,5 HOUNDTRAIL DR,,,ON
***65286,20220105,2,PARK - LONGER THAN 3 HOURS,30,0329,NR,124 CROCKAMHILL DR,,,ON
***65287,20220105,2,PARK - LONGER THAN 3 HOURS,30,0329,NR,124 CROCKAMHILL DR,,,ON
***52288,20220105,2,PARK - LONGER THAN 3 HOURS,30,0330,NR,157 TOWER DR,,,ON
***16713,20220105,2,PARK - LONGER THAN 3 HOURS,30,0331,NR,18 HOUNDTRAIL DR,,,ON
***65288,20220105,2,PARK - LONGER THAN 3 HOURS,30,0331,NR,125 CROCKAMHILL DR,,,ON
***16714,20220105,2,PARK - LONGER THAN 3 HOURS,30,0332,OPP,46 HOUNDTRAIL DR,,,ON
***65289,20220105,2,PARK - LONGER THAN 3 HOURS,30,0332,NR,125 CROCKAMHILL DR,,,ON
***52289,20220105,2,PARK - LONGER THAN 3 HOURS,30,0333,NR,114 TOWER DR,,,ON
***16715,20220105,2,PARK - LONGER THAN 3 HOURS,30,0334,OPP,72 HOUNDTRAIL DR,,,ON
***40196,20220105,2,PARK - LONGER THAN 3 HOURS,30,0335,NR,10 ROCKINGHAM DR,,,ON
***52290,20220105,2,PARK - LONGER THAN 3 HOURS,30,0335,NR,52 TOWER DR,,,ON
***52291,20220105,2,PARK - LONGER THAN 3 HOURS,30,0335,NR,52 TOWER DR,,,ON
***72482,20220105,2,PARK - LONGER THAN 3 HOURS,30,0336,W/S,CARNARVON AVE,N/O,EVANS AVE,ON
***52292,20220105,2,PARK - LONGER THAN 3 HOURS,30,0337,NR,32 TOWER DR,,,ON
***72483,20220105,2,PARK - LONGER THAN 3 HOURS,30,0337,W/S,CARNARVON AVE,N/O,EVANS AVE,ON
***72484,20220105,2,PARK - LONGER THAN 3 HOURS,30,0337,W/S,CARNARVON AVE,N/O,EVANS AVE,ON
***72485,20220105,2,PARK - LONGER THAN 3 HOURS,30,0338,W/S,CARNARVON AVE,N/O,EVANS AVE,ON
***72486,20220105,2,PARK - LONGER THAN 3 HOURS,30,0340,E/S,CARNARVON AVE,S/O,OXFORD ST,ON
***16716,20220105,2,PARK - LONGER THAN 3 HOURS,30,0341,NR,27 SUGARBUSH SQ,,,ON
***72487,20220105,2,PARK - LONGER THAN 3 HOURS,30,0341,E/S,CARNARVON AVE,S/O,OXFORD ST,ON
***57922,20220105,2,PARK - LONGER THAN 3 HOURS,30,0342,NR,235 QUEEN'S DR,,,ON
***16717,20220105,2,PARK - LONGER THAN 3 HOURS,30,0343,NR,49 SUGARBUSH SQ,,,ON
***57923,20220105,2,PARK - LONGER THAN 3 HOURS,30,0343,NR,235 QUEEN'S DR,,,ON
***52293,20220105,2,PARK - LONGER THAN 3 HOURS,30,0345,NR,56 FLORA DR,,,ON
***57924,20220105,2,PARK - LONGER THAN 3 HOURS,30,0345,NR,257 QUEEN'S DR,,,AB
***72488,20220105,2,PARK - LONGER THAN 3 HOURS,30,0348,NR,19 BURLINGTON ST,,,ON
***16718,20220105,2,PARK - LONGER THAN 3 HOURS,30,0349,NR,18 SPALL CRT,,,NJ
***72489,20220105,2,PARK - LONGER THAN 3 HOURS,30,0350,NR,21 BURLINGTON ST,,,ON
***72490,20220105,2,PARK - LONGER THAN 3 HOURS,30,0350,NR,23 BURLINGTON ST,,,ON
***52294,20220105,2,PARK - LONGER THAN 3 HOURS,30,0351,NR,135 FLORA DR,,,ON
***52295,20220105,2,PARK - LONGER THAN 3 HOURS,30,0353,NR,174 FLORA DR,,,ON
***52296,20220105,2,PARK - LONGER THAN 3 HOURS,30,0354,OPP,184 FLORA DR,,,ON
***52297,20220105,2,PARK - LONGER THAN 3 HOURS,30,0356,NR,192 FLORA DR,,,ON
***16720,20220105,2,PARK - LONGER THAN 3 HOURS,30,0357,OPP,59 CHARTWAY BLVD,,,QC
***52298,20220105,2,PARK - LONGER THAN 3 HOURS,30,0358,NR,196 FLORA DR,,,ON
***16721,20220105,2,PARK - LONGER THAN 3 HOURS,30,0359,NR,83 CHARTWAY BLVD,,,ON
***52299,20220105,2,PARK - LONGER THAN 3 HOURS,30,0400,NR,216 FLORA DR,,,ON
***52300,20220105,2,PARK - LONGER THAN 3 HOURS,30,0401,NR,216 FLORA DR,,,ON
***40201,20220105,2,PARK - LONGER THAN 3 HOURS,30,0408,NR,9 TOPBANK DR,,,ON
***40202,20220105,2,PARK - LONGER THAN 3 HOURS,30,0409,NR,24 TOPBANK DR,,,ON
***40203,20220105,2,PARK - LONGER THAN 3 HOURS,30,0411,NR,30 TOPBANK DR,,,ON
***52301,20220105,2,PARK - LONGER THAN 3 HOURS,30,0412,NR,285 RALEIGH AVE,,,ON
***40204,20220105,2,PARK - LONGER THAN 3 HOURS,30,0413,NR,30 TOPBANK DR,,,ON
***52302,20220105,2,PARK - LONGER THAN 3 HOURS,30,0413,NR,285 RALEIGH AVE,,,ON
***16722,20220105,2,PARK - LONGER THAN 3 HOURS,30,0415,NR,39 BLUE LAGOON CRT,,,ON
***52303,20220105,2,PARK - LONGER THAN 3 HOURS,30,0416,NR,171 RALEIGH AVE,,,ON
***52304,20220105,2,PARK - LONGER THAN 3 HOURS,30,0419,NR,18 NORTH WOODROW BLVD,,,ON
***72496,20220105,2,PARK - LONGER THAN 3 HOURS,30,0421,OPP,28 BELLMAN AVE,,,ON
***72497,20220105,2,PARK - LONGER THAN 3 HOURS,30,0422,NR,34 BELLMAN AVE,,,ON
***72498,20220105,2,PARK - LONGER THAN 3 HOURS,30,0423,NR,34 BELLMAN AVE,,,ON
***52306,20220105,2,PARK - LONGER THAN 3 HOURS,30,0424,NR,54 NORTH WOODROW BLVD,,,ON
***72499,20220105,2,PARK - LONGER THAN 3 HOURS,30,0424,NR,26 BELLMAN AVE,,,ON
***65295,20220105,2,PARK - LONGER THAN 3 HOURS,30,0425,NR,7 RIVENDELL TRL,,,ON
***40205,20220105,2,PARK - LONGER THAN 3 HOURS,30,0426,NR,168 CLEARBROOKE CRCL,,,ON
***72500,20220105,2,PARK - LONGER THAN 3 HOURS,30,0426,NR,14 BELLMAN AVE,,,ON
***40206,20220105,2,PARK - LONGER THAN 3 HOURS,30,0427,NR,201 CLEARBROOKE CRCL,,,ON
***52307,20220105,2,PARK - LONGER THAN 3 HOURS,30,0427,NR,106 NORTH WOODROW BLVD,,,ON
***65296,20220105,2,PARK - LONGER THAN 3 HOURS,30,0427,NR,51 RIVENDELL TRL,,,ON
***52308,20220105,2,PARK - LONGER THAN 3 HOURS,30,0428,NR,95 NORTH WOODROW BLVD,,,ON
***65297,20220105,2,PARK - LONGER THAN 3 HOURS,30,0428,NR,51 RIVENDELL TRL,,,ON
***72501,20220105,2,PARK - LONGER THAN 3 HOURS,30,0428,NR,41 BELLMAN AVE,,,ON
***65298,20220105,2,PARK - LONGER THAN 3 HOURS,30,0429,NR,54 RIVENDELL TRL,,,ON
***65299,20220105,2,PARK - LONGER THAN 3 HOURS,30,0430,NR,60 RIVENDELL TRL,,,ON
***72502,20220105,2,PARK - LONGER THAN 3 HOURS,30,0430,OPP,62 BELLMAN AVE,,,ON
***40207,20220105,2,PARK - LONGER THAN 3 HOURS,30,0432,NR,15 CROMARTY DR,,,ON
***72503,20220105,2,PARK - LONGER THAN 3 HOURS,30,0432,OPP,133 BELLMAN AVE,,,ON
***72504,20220105,2,PARK - LONGER THAN 3 HOURS,30,0433,OPP,133 BELLMAN AVE,,,ON
***72505,20220105,2,PARK - LONGER THAN 3 HOURS,30,0434,OPP,133 BELLMAN AVE,,,ON
***40208,20220105,2,PARK - LONGER THAN 3 HOURS,30,0437,NR,14 TANDRIDGE CRES,,,ON
***52310,20220105,2,PARK - LONGER THAN 3 HOURS,30,0437,NR,5 BROADBENT AVE,,,ON
***40209,20220105,2,PARK - LONGER THAN 3 HOURS,30,0438,NR,14 TANDRIDGE CRES,,,ON
***40210,20220105,2,PARK - LONGER THAN 3 HOURS,30,0439,NR,14 TANDRIDGE CRES,,,ON
***40211,20220105,2,PARK - LONGER THAN 3 HOURS,30,0441,NR,16 TANDRIDGE CRES,,,ON
***40212,20220105,2,PARK - LONGER THAN 3 HOURS,30,0442,NR,16 TANDRIDGE CRES,,,ON
***40213,20220105,2,PARK - LONGER THAN 3 HOURS,30,0443,NR,16 TANDRIDGE CRES,,,ON
***40214,20220105,2,PARK - LONGER THAN 3 HOURS,30,0444,NR,16 TANDRIDGE CRES,,,ON
***45735,20220105,2,PARK - LONGER THAN 3 HOURS,30,0446,NR,837 TANDRIDGE CRES,,,ON
***45736,20220105,2,PARK - LONGER THAN 3 HOURS,30,0447,NR,835 TANDRIDGE CRES,,,ON
***45737,20220105,2,PARK - LONGER THAN 3 HOURS,30,0448,NR,28 TANDRIDGE CRES,,,ON
***45738,20220105,2,PARK - LONGER THAN 3 HOURS,30,0449,NR,28 TANDRIDGE CRES,,,QC
***65300,20220105,2,PARK - LONGER THAN 3 HOURS,30,0449,NR,2330 BRIDLETOWNE CRCL,,,ON
***65301,20220105,2,PARK - LONGER THAN 3 HOURS,30,0449,NR,2330 BRIDLETOWNE CRCL,,,ON
***45739,20220105,2,PARK - LONGER THAN 3 HOURS,30,0450,NR,28 TANDRIDGE CRES,,,ON
***65302,20220105,2,PARK - LONGER THAN 3 HOURS,30,0450,NR,2330 BRIDLETOWNE CRCL,,,ON
***45740,20220105,2,PARK - LONGER THAN 3 HOURS,30,0452,NR,30 TANDRIDGE CRES,,,ON
***45741,20220105,2,PARK - LONGER THAN 3 HOURS,30,0456,NR,16 ARCOT BLVD,,,ON
***45742,20220105,2,PARK - LONGER THAN 3 HOURS,30,0457,NR,16 ARCOT BLVD,,,ON
***45743,20220105,2,PARK - LONGER THAN 3 HOURS,30,0458,NR,16 ARCOT BLVD,,,ON
***45744,20220105,2,PARK - LONGER THAN 3 HOURS,30,0459,NR,16 ARCOT BLVD,,,ON
***45745,20220105,2,PARK - LONGER THAN 3 HOURS,30,0500,NR,18 ARCOT BLVD,,,ON
***65303,20220105,2,PARK - LONGER THAN 3 HOURS,30,0502,NR,88 HIGHHILL DR,,,ON
***45746,20220105,2,PARK - LONGER THAN 3 HOURS,30,0503,NR,12 ARCOT BLVD,,,ON
***45747,20220105,2,PARK - LONGER THAN 3 HOURS,30,0503,NR,12 ARCOT BLVD,,,ON
***65304,20220105,2,PARK - LONGER THAN 3 HOURS,30,0503,NR,88 HIGHHILL DR,,,ON
***45748,20220105,2,PARK - LONGER THAN 3 HOURS,30,0504,NR,12 ARCOT BLVD,,,ON
***45749,20220105,2,PARK - LONGER THAN 3 HOURS,30,0505,NR,12 ARCOT BLVD,,,ON
***65305,20220105,2,PARK - LONGER THAN 3 HOURS,30,0506,NR,110 HIGHHILL DR,,,ON
***65306,20220105,2,PARK - LONGER THAN 3 HOURS,30,0507,NR,110 HIGHHILL DR,,,ON
***42399,20220105,2,PARK - LONGER THAN 3 HOURS,30,1020,NR,26 COURTON DR,,,ON
***88417,20220105,2,PARK - LONGER THAN 3 HOURS,30,1102,N/S,HOLBORNE AVE,W/O,BINSWOOD AVE,ON
***88418,20220105,2,PARK - LONGER THAN 3 HOURS,30,1103,N/S,HOLBORNE AVE,W/O,BINSWOOD AVE,ON
***88419,20220105,2,PARK - LONGER THAN 3 HOURS,30,1105,N/S,HOLBORNE AVE,W/O,BINSWOOD AVE,ON
***88420,20220105,2,PARK - LONGER THAN 3 HOURS,30,1106,N/S,HOLBORNE AVE,W/O,BINSWOOD AVE,ON
***88421,20220105,2,PARK - LONGER THAN 3 HOURS,30,1107,N/S,HOLBORNE AVE,W/O,BINSWOOD AVE,ON
***42402,20220105,2,PARK - LONGER THAN 3 HOURS,30,1107,OPP,6 WILKES CRES,,,ON
***42403,20220105,2,PARK - LONGER THAN 3 HOURS,30,1108,OPP,16 WILKES CRES,,,ON
***42404,20220105,2,PARK - LONGER THAN 3 HOURS,30,1111,NR,45 WILKES CRES,,,ON
***42405,20220105,2,PARK - LONGER THAN 3 HOURS,30,1112,NR,47 WILKES CRES,,,ON
***42406,20220105,2,PARK - LONGER THAN 3 HOURS,30,1124,NR,71 WILKES CRES,,,ON
***42407,20220105,2,PARK - LONGER THAN 3 HOURS,30,1131,NR,129 WILKES CRES,,,ON
***56953,20220105,2,PARK - LONGER THAN 3 HOURS,30,1203,NR,569 ORIOLE PKWY,,,ON
***42408,20220105,2,PARK - LONGER THAN 3 HOURS,30,1204,OPP,115 CLETA DR,,,ON
***56954,20220105,2,PARK - LONGER THAN 3 HOURS,30,1205,NR,569 ORIOLE PKWY,,,ON
***19489,20220105,2,PARK - LONGER THAN 3 HOURS,30,1214,NR,13 MARJORY AVE,,,ON
***47599,20220105,2,PARK - LONGER THAN 3 HOURS,30,1221,NR,254 GLEN MANOR DR W,,,ON
***14940,20220105,2,PARK - LONGER THAN 3 HOURS,30,1238,NR,7 BELYEA CRES,,,ON
***42410,20220105,2,PARK - LONGER THAN 3 HOURS,30,1243,NR,94 WEXFORD BLVD,,,ON
***26645,20220105,2,PARK - LONGER THAN 3 HOURS,30,1323,W/S,OAKWOOD AVE,S/O,HANSON RD,ON
***26646,20220105,2,PARK - LONGER THAN 3 HOURS,30,1324,W/S,OAKWOOD AVE,S/O,HANSON RD,ON
***26647,20220105,2,PARK - LONGER THAN 3 HOURS,30,1327,E/S,OAKWOOD AVE,S/O,HANSON RD,ON
***26648,20220105,2,PARK - LONGER THAN 3 HOURS,30,1328,E/S,OAKWOOD AVE,S/O,HANSON RD,ON
***26649,20220105,2,PARK - LONGER THAN 3 HOURS,30,1328,E/S,OAKWOOD AVE,S/O,HANSON RD,ON
***26650,20220105,2,PARK - LONGER THAN 3 HOURS,30,1330,E/S,OAKWOOD AVE,N/O,HANSON RD,ON
***37030,20220105,2,PARK - LONGER THAN 3 HOURS,30,1338,NR,158 HUMMINGBIRD DR,,,ON
