tag_number_masked,date_of_infraction,infraction_code,infraction_description,set_fine_amount,time_of_infraction,location1,location2,location3,location4,province
***88916,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0214,OPP,515 ROSEWELL AVE,,,ON
***90440,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0214,NR,124 GAMBLE AVE,,,ON
***32869,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0216,S/S,SYCAMORE PL,E/O,SPRUCE HILL RD,ON
***59136,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0217,NR,35 COADY AVE,,,ON
***51829,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0217,OPP,30 PRINGDALE GARDENS CRCL,,,ON
***32870,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0217,S/S,SYCAMORE PL,E/O,SPRUCE HILL RD,ON
***88917,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0217,OPP,485 ROSEWELL AVE,,,ON
***74583,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0219,NR,45 COADY AVE,,,ON
***22088,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0219,OPP,26 RIPLEY AVE,,,ON
***32871,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0219,S/S,SYCAMORE PL,W/O,SPRUCE HILL RD,ON
***88918,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0219,NR,481 ROSEWELL AVE,,,ON
***51830,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0220,NR,82 PRINGDALE GARDENS CRCL,,,ON
***74585,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0224,NR,122 BERTMOUNT AVE,,,ON
***74586,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0225,NR,130 BERTMOUNT AVE,,,ON
***18991,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0230,NR,74 BERTMOUNT AVE,,,ON
***32872,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0231,NR,143 ELMER AVE,,,ON
***32873,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0236,OPP,65 ELMER AVE,,,ON
***73888,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0236,NR,41 CRAYDON AVE,,,ON
***32874,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0239,OPP,65 ELMER AVE,,,ON
***90441,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0239,NR,252 GAMBLE AVE,,,ON
***18993,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0241,NR,96 CURZON ST,,,ON
***18994,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0242,NR,90 CURZON ST,,,ON
***18995,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0243,NR,70 CURZON ST,,,ON
***73889,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0244,NR,1 GRAY AVE,,,ON
***29243,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0245,NR,70 CURZON ST,,,ON
***32875,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0245,NR,11 RIALTO DR,,,ON
***32876,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0246,NR,8 RIALTO DR,,,ON
***73890,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0246,NR,15 GRAY AVE,,,ON
***29244,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0247,NR,20 CURZON ST,,,ON
***29245,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0247,NR,20 CURZON ST,,,PA
***73891,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0248,NR,35 GRAY AVE,,,ON
***64141,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0252,NR,177 COXWELL AVE,,,ON
***32877,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0253,NR,6 HASLETT AVE,,,MI
***22089,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0254,NR,99 DOWLING AVE,,,ON
***64142,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0254,NR,135 COXWELL AVE,,,ON
***22090,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0255,NR,99 DOWLING AVE,,,ON
***22091,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0255,NR,99 DOWLING AVE,,,ON
***22093,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0257,NR,75 DOWLING AVE,,,ON
***32878,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0257,OPP,159 ELMER AVE,,,ON
***22094,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0258,NR,75 DOWLING AVE,,,ON
***22095,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0258,NR,75 DOWLING AVE,,,ON
***36047,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0259,NR,148 ELMER AVE,,,ON
***70407,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0300,NR,460 SYMINGTON AVE,,,ON
***29246,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0301,NR,33 JONES AVE,,,ON
***29247,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0302,NR,33 JONES AVE,,,ON
***70408,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0302,NR,440 SYMINGTON AVE,,,ON
***29248,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0303,NR,64 JONES AVE,,,ON
***29249,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0305,NR,74 JONES AVE,,,ON
***36048,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0306,OPP,39 CORLEY AVE,,,ON
***29250,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0308,NR,159 JONES AVE,,,ON
***29251,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0310,NR,201 JONES AVE,,,ON
***36049,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0311,NR,5279 WOODBINE AVE,,,ON
***64143,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0312,NR,33 WINNERS CRCL,,,ON
***29252,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0313,NR,272 JONES AVE,,,ON
***29253,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0314,NR,280 JONES AVE,,,ON
***29254,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0315,NR,284 JONES AVE,,,ON
***29255,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0316,NR,307 JONES AVE,,,ON
***22096,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0316,NR,188 INDIAN RD,,,ON
***64144,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0316,NR,103 SARAH ASHBRIDGE AVE,,,ON
***22097,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0318,NR,196 INDIAN RD,,,ON
***29256,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0319,NR,77 DAGMAR AVE,,,ON
***22098,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0319,NR,208 INDIAN RD,,,ON
***29257,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0321,NR,65 DAGMAR AVE,,,ON
***22099,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0322,NR,270 INDIAN RD,,,NY
***64145,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0322,NR,118 BOARDWALK DR,,,ON
***90442,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0324,NR,235 STRATHMORE BLVD,,,ON
***88932,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0327,NR,163 CASTLEFIELD AVE,,,ON
***22100,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0328,NR,11 HIGH PARK GDNS,,,ON
***22101,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0329,NR,11 HIGH PARK GDNS,,,ON
***88933,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0329,NR,179 CASTLEFIELD AVE,,,ON
***88934,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0330,NR,187 CASTLEFIELD AVE,,,ON
***22102,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0331,NR,11 HIGH PARK GDNS,,,ON
***22103,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0332,NR,31 HIGH PARK GDNS,,,ON
***88935,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0332,NR,265 CASTLEFIELD AVE,,,ON
***29260,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0333,NR,90 BROADVIEW AVE,,,ON
***29261,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0335,NR,68 BROADVIEW AVE,,,ON
***22104,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0336,NR,3 COLUMBUS AVE,,,ON
***29262,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0337,NR,23 KINTYRE AVE,,,ON
***36050,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0337,NR,336 WAVERLEY RD,,,ON
***29263,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0339,NR,23 KINTYRE AVE,,,ON
***90443,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0339,NR,54 EVERETT CRES,,,ON
***64146,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0340,NR,101 COXWELL AVE,,,ON
***36051,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0343,NR,195 WAVERLEY RD,,,ON
***29264,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0344,NR,106 FIRST AVE,,,ON
***22107,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0344,NR,69 PARKWAY AVE,,,ON
***22108,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0345,NR,69 PARKWAY AVE,,,ON
***36052,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0346,NR,165 WAVERLEY RD,,,ON
***36067,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0347,NR,34 FIRST AVE,,,ON
***22109,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0350,NR,19 GEOFFREY ST,,,ON
***22110,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0350,NR,19 GEOFFREY ST,,,NS
***36053,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0350,NR,22 BELLEFAIR AVE,,,ON
***22111,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0351,NR,180 GEOFFREY ST,,,ON
***22112,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0353,NR,41 GEOFFREY ST,,,ON
***22113,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0354,NR,41 GEOFFREY ST,,,ON
***22114,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0355,NR,47 GEOFFREY ST,,,ON
***22115,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0356,NR,47 GEOFFREY ST,,,ON
***36055,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0357,NR,138 BELLEFAIR AVE,,,ON
***22116,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0358,NR,67 GEOFFREY ST,,,ON
***22117,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0401,S/S,GEOFFREY ST,E/O,RONCESVALLES AVE,ON
***22118,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0405,NR,172 GRENADIER RD,,,ON
***90444,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0406,OPP,3 VENTNOR AVE,,,ON
***22119,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0407,NR,160 GRENADIER RD,,,ON
***64147,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0409,NR,25 HILLINGDON AVE,,,ON
***36056,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0417,NR,140 LEE AVE,,,ON
***36057,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0420,NR,246 LEE AVE,,,ON
***70409,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0424,NR,2 GILLESPIE AVE,,,ON
***36058,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0424,NR,318 LEE AVE,,,ON
***36059,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0425,NR,334 LEE AVE,,,ON
***70410,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0427,NR,6 GILLESPIE AVE,,,ON
***90445,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0428,NR,1100 LOGAN AVE,,,ON
***90446,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0429,NR,1100 LOGAN AVE,,,ON
***90447,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0429,NR,1100 LOGAN AVE,,,ON
***90448,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0430,NR,1100 LOGAN AVE,,,ON
***90449,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0433,W/S,LOGAN AVE,S/O,FLOYD AVE,ON
***24412,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0435,W/S,LOGAN AVE,S/O,FLOYD AVE,ON
***24413,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0436,NR,87 FLOYD AVE,,,ON
***24414,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0439,NR,1100 LOGAN AVE,,,ON
***24415,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0440,NR,1100 LOGAN AVE,,,ON
***24416,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0441,NR,1100 LOGAN AVE,,,ON
***24417,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0443,NR,1120 LOGAN AVE,,,ON
***24418,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0444,NR,1120 LOGAN AVE,,,ON
***29496,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0648,E/S,BROOKSIDE DR,S/O,GERRARD ST E,ON
***70899,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0700,NR,103 PEMBROKE ST,,,ON
***70900,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0701,NR,99 PEMBROKE ST,,,ON
***82986,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0702,S/S,MILLBROOK CRES,E/O,BROADVIEW AVE,ON
***82987,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0703,S/S,MILLBROOK CRES,E/O,BROADVIEW AVE,ON
***82988,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0706,N/S,MILLBROOK CRES,E/O,BROADVIEW AVE,ON
***70901,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0706,NR,29 PEMBROKE ST,,,ON
***19325,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0708,NR,60 CLEVELAND ST,,,ON
***70902,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0711,NR,144 SHUTER ST,,,ON
***19326,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0712,NR,752 BALLIOL ST,,,ON
***29497,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0716,NR,1 VANCOUVER AVE,,,ON
***82989,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0719,S/S,MOUNTSTEPHEN ST,W/O,BROADVIEW AVE,ON
***82990,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0722,W/S,BLACKBURN ST,S/O,GERRARD ST E,ON
***19327,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0723,E/S,FORMAN AVE,N/O,BALLIOL ST,ON
***82991,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0724,W/S,BLACKBURN ST,S/O,GERRARD ST E,ON
***28501,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0724,OPP,64 HILLSIDE DR,,,ON
***28502,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0725,OPP,64 HILLSIDE DR,,,ON
***20407,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0728,NR,113 COLEMAN AVE,,,ON
***19328,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0732,NR,6 FORSYTH RD,,,ON
***29498,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0734,NR,106 HAMILTON ST,,,ON
***70904,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0737,NR,71 LONGBOAT AVE,,,ON
***19329,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0739,NR,478 BALLIOL ST,,,ON
***19330,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0742,NR,432 BALLIOL ST,,,ON
***70905,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0745,S/S,SCADDING AVE,E/O,AITKEN PL,ON
***70906,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0746,E/S,AITKEN PL,S/O,SCADDING AVE,ON
***19331,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0746,OPP,355 BALLIOL ST,,,ON
***48078,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0755,OPP,1 SELBY ST,,,ON
***48079,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0756,OPP,5 SELBY ST,,,ON
***04233,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0757,NR,14 YARMOUTH RD,,,ON
***70907,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0759,NR,92 SUMACH ST,,,ON
***48080,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0800,NR,28 LINDEN ST,,,ON
***04234,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0801,NR,868 MANNING AVE,,,ON
***48081,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0802,NR,28 LINDEN ST,,,ON
***70908,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0803,NR,28 WASCANA AVE,,,ON
***70909,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0804,NR,40 WASCANA AVE,,,ON
***04235,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0805,NR,487 CLINTON ST,,,ON
***97658,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0808,NR,199 WALMER RD,,,ON
***04236,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0808,NR,481 CLINTON ST,,,ON
***97659,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0811,NR,117 KENDAL AVE,,,ON
***70910,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0811,NR,103 RIVER ST,,,ON
***97660,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0812,NR,81 KENDAL AVE,,,AZ
***04237,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0812,NR,26 FOLLIS AVE,,,ON
***04238,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0813,NR,787 MARKHAM ST,,,ON
***82455,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0814,OPP,314 GARDEN AVE,,,ON
***97661,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0816,NR,390 BRUNSWICK AVE,,,ON
***97662,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0817,NR,420 BRUNSWICK AVE,,,ON
***82456,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0818,NR,42 INDIAN RD,,,ON
***97664,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0819,NR,426 BRUNSWICK AVE,,,ON
***04239,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0820,S/S,LENNOX ST,W/O,PALMERSTON BLVD,ON
***82457,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0822,NR,96 MERRICK ST,,,ON
***97665,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0822,NR,109 BERNARD AVE,,,ON
***04240,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0822,S/S,LENNOX ST,W/O,EUCLID AVE,ON
***70911,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0823,NR,130 SACKVILLE ST,,,ON
***04241,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0823,NR,125 LENNOX ST,,,ON
***82458,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0826,OPP,24 GLENDALE AVE,,,ON
***70912,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0826,NR,112 SACKVILLE ST,,,ON
***04242,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0826,NR,509 PALMERSTON BLVD,,,ON
***19333,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0827,NR,19 OTTAWA ST,,,ON
***70913,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0828,NR,94 SACKVILLE ST,,,ON
***04243,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0829,NR,431 PALMERSTON BLVD,,,ON
***19334,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0830,E/S,OTTAWA ST,S/O,SUMMERHILL AVE,ON
***04244,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0831,NR,405 PALMERSTON BLVD,,,ON
***70914,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0832,E/S,BRIGHT ST,S/O,QUEEN ST E,ON
***93508,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0834,NR,133 DEFOREST RD,,,ON
***70915,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0834,NR,35 BRIGHT ST,,,ON
***04245,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0837,NR,262 MARKHAM ST,,,MI
***93268,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0838,NR,2 CASTLE VIEW AVE,,,ON
***70916,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0838,NR,52 SUMACH ST,,,ON
***93509,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0839,NR,23 DEFOREST RD,,,ON
***70917,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0840,NR,60 SUMACH ST,,,OH
***04246,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0842,NR,231 EUCLID AVE,,,ON
***04247,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0843,NR,235 EUCLID AVE,,,ON
***04248,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0845,NR,283 EUCLID AVE,,,ON
***82461,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0847,NR,253 GARDEN AVE,,,ON
***04249,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0850,NR,283 EUCLID AVE,,,ON
***93269,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0851,NR,325 HOWLAND AVE,,,ON
***93270,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0854,NR,343 HOWLAND AVE,,,ON
***19335,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0856,NR,45 ROXBOROUGH ST W,,,ON
***19336,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0901,NR,115 ROXBOROUGH ST W,,,ON
***82462,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0902,NR,30 SUNNYSIDE AVE,,,ON
***19337,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0905,NR,144 ROXBOROUGH ST W,,,ON
***19338,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0906,NR,144 ROXBOROUGH ST W,,,ON
***19339,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0908,NR,122 ROXBOROUGH ST W,,,ON
***29499,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0910,NR,169 PAPE AVE,,,ON
***09891,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0911,NR,148 BELLWOODS AVE,,,ON
***19340,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0912,W/S,MOLSON ST,S/O,MACPHERSON AVE,AZ
***82463,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0913,NR,18 PEARSON AVE,,,ON
***82464,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0915,NR,183 PEARSON AVE,,,ON
***29500,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0915,NR,29 LOUVAIN AVE,,,ON
***82465,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0916,NR,183 PEARSON AVE,,,ON
***09892,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0917,NR,101 BEATRICE ST,,,NS
***82466,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0918,NR,183 PEARSON AVE,,,ON
***82467,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0919,NR,183 PEARSON AVE,,,ON
***29501,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0919,NR,15 BRIGHTON AVE,,,ON
***02440,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0920,NR,22 BOWOOD AVE,,,ON
***29502,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0920,NR,11 BRIGHTON AVE,,,ON
***09893,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0920,NR,139 BEATRICE ST,,,ON
***82468,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0921,NR,143 PEARSON AVE,,,ON
***82469,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0922,NR,143 PEARSON AVE,,,ON
***02441,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0922,NR,39 BOWOOD AVE,,,ON
***19341,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0923,NR,119 MACPHERSON AVE,,,ON
***82470,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0924,NR,143 PEARSON AVE,,,ON
***82471,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0933,NR,107 MARION ST,,,ON
***82472,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0936,NR,127 MARION ST,,,ON
***93510,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0939,NR,64 WESTMORELAND AVE,,,ON
***09894,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0941,OPP,14 MACHELLS AVE,,,ON
***82473,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0947,OPP,610 GALLEY AVE,,,ON
***93511,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0947,NR,53 SALEM AVE,,,ON
***82474,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0952,NR,125 GALLEY AVE,,,ON
***82475,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0952,NR,125 GALLEY AVE,,,ON
***24378,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0953,NR,47 DOUGLAS AVE,,,ON
***82476,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0954,NR,125 GALLEY AVE,,,ON
***24379,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0955,NR,70 GLENGARRY AVE,,,ON
***93512,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0956,NR,441 CONCORD AVE,,,ON
***70921,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,1132,OPP,7 PRINCESS ST,,,ON
***70922,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,1133,OPP,13 PRINCESS ST,,,ON
***70924,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,1207,NR,2 COOPER ST,,,ON
***70927,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,1304,E/S,FREDERICK ST,S/O,THE ESPLANADE,ON
***70928,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,1305,E/S,FREDERICK ST,S/O,THE ESPLANADE,ON
***70929,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,1308,OPP,6 FREDERICK ST,,,ON
***50846,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,1549,OPP,65 PEARS AVE,,,ON
***50847,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,1550,OPP,55 PEARS AVE,,,ON
***50848,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,1552,OPP,33 PEARS AVE,,,ON
***50849,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,1552,OPP,33 PEARS AVE,,,ON
