tag_number_masked,date_of_infraction,infraction_code,infraction_description,set_fine_amount,time_of_infraction,location1,location2,location3,location4,province
***92585,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0124,NR,144 BARTLETT AVE,,,ON
***76298,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0125,NR,129 VAUGHAN RD,,,ON
***41894,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0125,NR,70 SILVERTHORN AVE,,,ON
***96431,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0125,NR,144 BARTLETT AVE,,,ON
***56964,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0127,NR,351 LESLIE ST,,,ON
***32455,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0127,NR,61 MACDONALD ST,,,ON
***76299,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0128,NR,143 VAUGHAN RD,,,ON
***32456,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0128,NR,61 MACDONALD ST,,,ON
***96432,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0128,OPP,56 SHANLY ST,,,ON
***76300,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0129,NR,149 VAUGHAN RD,,,ON
***32457,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0129,NR,61 MACDONALD ST,,,ON
***41895,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0129,OPP,26 PRYOR AVE,,,ON
***18322,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0130,OPP,150 EARL HAIG AVE,,,ON
***60721,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0130,NR,191 MADISON AVE,,,ON
***96433,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0130,NR,41 SHANLY ST,,,ON
***15855,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0131,NR,135 VINE AVE,,,ON
***56965,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0131,NR,252 JONES AVE,,,ON
***32458,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0132,NR,91 MACDONALD ST,,,ON
***76301,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0133,NR,205 VAUGHAN RD,,,ON
***56966,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0133,NR,258 JONES AVE,,,ON
***15856,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0134,NR,76 MC MURRAY AVE,,,ON
***56967,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0134,NR,262 JONES AVE,,,ON
***96434,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0134,NR,917 DOVERCOURT RD,,,ON
***18323,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0135,NR,37 BASTEDO AVE,,,ON
***76302,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0136,NR,135 KENWOOD AVE,,,ON
***15857,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0136,NR,55 MC MURRAY AVE,,,ON
***76303,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0137,NR,123 KENWOOD AVE,,,ON
***56968,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0137,NR,288 JONES AVE,,,ON
***18324,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0138,NR,64 ROSEHEATH AVE,,,ON
***76304,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0138,NR,119 KENWOOD AVE,,,ON
***60722,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0138,S/S,BERNARD AVE,E/O,BEDFORD RD,ON
***96435,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0138,NR,1036 DOVERCOURT RD,,,ON
***96436,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0139,NR,1063 DOVERCOURT RD,,,ON
***76305,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0140,NR,87 KENWOOD AVE,,,ON
***96437,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0140,NR,1052 DOVERCOURT RD,,,ON
***57772,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0141,NR,411 JONES AVE,,,ON
***96438,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0141,NR,1052 DOVERCOURT RD,,,ON
***18325,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0142,NR,54 ALDRIDGE AVE,,,ON
***15858,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0142,NR,421 QUEBEC AVE,,,ON
***57773,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0142,NR,415 JONES AVE,,,ON
***43799,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0143,NR,11 RECTORY RD,,,ON
***32459,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0144,NR,145 LONG BRANCH AVE,,,QC
***76306,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0145,NR,224 OAKWOOD AVE,,,ON
***57774,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0145,NR,375 JONES AVE,,,ON
***32460,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0145,NR,145 LONG BRANCH AVE,,,ON
***18326,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0146,NR,2 MERRILL AVE W,,,ON
***60723,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0146,NR,19 TRANBY AVE,,,ON
***57775,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0148,NR,394 JONES AVE,,,ON
***76307,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0150,NR,134 GLENHOLME AVE,,,ON
***60724,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0152,NR,14 ADMIRAL RD,,,ON
***96442,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0152,NR,1173 DOVERCOURT RD,,,ON
***18327,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0153,NR,107 MOBERLY AVE,,,ON
***76308,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0154,NR,184 GLENHOLME AVE,,,ON
***57777,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0157,NR,436 JONES AVE,,,ON
***60725,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0157,NR,84 ADMIRAL RD,,,ON
***32461,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0158,NR,93 NINTH ST,,,ON
***32462,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0200,NR,77 NINTH ST,,,ON
***96443,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0200,NR,1170 SHAW ST,,,ON
***18328,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0202,S/S,ETHELWIN AVE,W/O,IONA AVE,ON
***57778,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0202,NR,519 JONES AVE,,,ON
***32463,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0202,NR,45 NINTH ST,,,ON
***96444,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0202,NR,15 MINHO BLVD,,,ON
***96445,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0204,NR,3 MINHO BLVD,,,ON
***57779,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0205,NR,539 JONES AVE,,,ON
***18329,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0206,NR,46 BECK AVE,,,ON
***32464,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0206,NR,80 SEVENTH ST,,,ON
***96446,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0206,S/S,WYCHCREST AVE,E/O,SHAW ST,ON
***15860,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0209,NR,358 ARMADALE AVE,,,ON
***96447,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0209,NR,605 MELITA CRES,,,ON
***18330,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0210,OPP,68 MORTON RD,,,ON
***60726,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0210,NR,52 ROXBOROUGH ST W,,,ON
***96448,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0211,OPP,108 WYCHCREST AVE,,,ON
***57780,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0212,NR,58 HARCOURT AVE,,,ON
***96449,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0214,NR,405 MELITA CRES,,,ON
***60727,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0215,OPP,4 ROXBOROUGH ST W,,,ON
***96450,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0215,NR,405 MELITA CRES,,,ON
***96451,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0216,NR,413 MELITA CRES,,,ON
***18331,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0217,NR,44 STEPHENSON AVE,,,ON
***15861,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0218,NR,141 HUMBERCREST BLVD,,,ON
***96452,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0219,NR,334 MELITA AVE,,,ON
***15862,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0222,NR,129 HUMBERCREST BLVD,,,ON
***57781,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0222,NR,661 CARLAW AVE,,,ON
***60728,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0222,NR,79 ROXBOROUGH ST W,,,ON
***96453,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0222,OPP,20 LAMBERTLODGE AVE,,,ON
***96454,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0223,OPP,20 LAMBERTLODGE AVE,,,ON
***18332,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0224,E/S,CEDARVALE AVE,N/O,OAKCREST AVE,ON
***15863,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0224,NR,7 ST MARK'S RD,,,ON
***18333,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0225,E/S,CEDARVALE AVE,N/O,OAKCREST AVE,ON
***96455,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0225,NR,47 LAMBERTLODGE AVE,,,ON
***96456,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0227,NR,75 LAMBERTLODGE AVE,,,ON
***18334,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0228,NR,72 OAKCREST AVE,,,ON
***60729,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0228,NR,159 MACPHERSON AVE,,,ON
***96457,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0228,NR,85 LAMBERTLODGE AVE,,,ON
***18335,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0230,NR,176 OAKCREST AVE,,,ON
***57782,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0230,NR,177 WITHROW AVE,,,ON
***60730,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0230,NR,149 MACPHERSON AVE,,,ON
***96458,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0230,NR,133 LAMBERTLODGE AVE,,,ON
***32466,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0231,NR,111 FIFTH ST,,,ON
***57783,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0232,NR,195 WITHROW AVE,,,ON
***32467,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0232,NR,111 FIFTH ST,,,ON
***57784,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0233,NR,201 WITHROW AVE,,,ON
***60731,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0233,NR,137 MACPHERSON AVE,,,ON
***96459,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0234,NR,400 MARCHMOUNT RD,,,ON
***18336,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0235,W/S,GUEST AVE,S/O,DANFORTH AVE,ON
***18337,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0238,NR,17 LUTTRELL AVE,,,ON
***57785,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0239,NR,133 WITHROW AVE,,,ON
***96460,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0239,NR,55 HALLAM ST,,,ON
***60732,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0240,NR,49 MACPHERSON AVE,,,ON
***18652,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0241,NR,32 KELVIN AVE,,,ON
***57786,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0243,NR,87 WITHROW AVE,,,ON
***96461,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0244,NR,29 HALLAM ST,,,ON
***57787,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0245,NR,79 WITHROW AVE,,,ON
***96462,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0246,NR,29 HALLAM ST,,,ON
***15864,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0247,NR,153 PRISCILLA AVE,,,ON
***57788,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0247,NR,55 WITHROW AVE,,,ON
***18653,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0248,N/S,SWANWICK AVE,W/O,BINGHAM AVE,ON
***19924,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0248,NR,103 PRISCILLA AVE,,,ON
***96463,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0248,OPP,2 HALLAM ST,,,ON
***59036,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0249,NR,49 WITHROW AVE,,,ON
***18654,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0252,S/S,SWANWICK AVE,W/O,VICTORIA PARK AVE,ON
***76310,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0252,OPP,586 HARVIE AVE,,,ON
***19925,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0252,NR,734 WILLARD AVE,,,ON
***96464,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0252,NR,42 GARNET AVE,,,ON
***19926,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0253,NR,734 WILLARD AVE,,,ON
***76311,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0254,N/S,CARRINGTON AVE,E/O,HARVIE AVE,ON
***96465,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0254,NR,2 GARNET AVE,,,ON
***19403,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0255,NR,250 BINGHAM AVE,,,ON
***59037,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0255,NR,1 WITHROW AVE,,,ON
***76312,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0256,N/S,CARRINGTON AVE,E/O,HARVIE AVE,ON
***96466,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0256,NR,10 GARNET AVE,,,ON
***19404,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0257,NR,505 SCARBOROUGH RD,,,ON
***76313,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0257,N/S,CARRINGTON AVE,E/O,HARVIE AVE,ON
***96467,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0257,NR,10 GARNET AVE,,,ON
***19927,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0259,NR,31 ANNETTE ST,,,ON
***19928,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0300,NR,35 ANNETTE ST,,,ON
***19929,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0301,NR,35 ANNETTE ST,,,ON
***59038,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0302,OPP,819 GERRARD ST E,,,ON
***39725,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0302,NR,25 ST MARY ST,,,QC
***96468,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0302,NR,225 CHRISTIE ST,,,ON
***96469,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0303,NR,225 CHRISTIE ST,,,QC
***59039,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0304,NR,812 GERRARD ST E,,,AB
***96470,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0304,NR,225 CHRISTIE ST,,,ON
***19405,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0305,NR,15 SCARBOROUGH RD,,,ON
***19930,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0305,NR,113 EDWIN AVE,,,ON
***96471,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0308,NR,161 CHRISTIE ST,,,ON
***19931,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0309,NR,5 EDITH AVE,,,ON
***96472,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0309,NR,153 CHRISTIE ST,,,ON
***39727,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0310,NR,19 IRWIN AVE,,,ON
***96473,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0311,NR,143 CHRISTIE ST,,,ON
***19932,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0313,NR,192 FRANKLIN AVE,,,ON
***59040,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0314,NR,170 LANGLEY AVE,,,ON
***96474,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0314,OPP,15 LEEDS ST,,,ON
***59041,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0316,NR,188 LANGLEY AVE,,,ON
***08353,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0318,NR,96 ALBERTUS AVE,,,ON
***96475,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0318,NR,195 PENDRITH ST,,,ON
***08354,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0319,NR,96 ALBERTUS AVE,,,ON
***76315,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0321,NR,7 EARNSCLIFFE RD,,,ON
***19934,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0321,OPP,136 OSLER ST,,,ON
***96476,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0321,NR,145 PENDRITH ST,,,ON
***76316,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0322,NR,13 EARNSCLIFFE RD,,,ON
***59042,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0322,E/S,HOWLAND RD,S/O,LANGLEY AVE,ON
***76317,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0324,NR,39 EARNSCLIFFE RD,,,ON
***96477,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0324,NR,27 PENDRITH ST,,,ON
***76318,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0325,NR,47 EARNSCLIFFE RD,,,ON
***96478,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0326,NR,13 PENDRITH ST,,,ON
***96479,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0327,NR,13 PENDRITH ST,,,ON
***76319,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0328,NR,160 EARLSDALE AVE,,,ON
***59043,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0329,NR,179 RIVERDALE AVE,,,ON
***96480,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0329,NR,44 YARMOUTH RD,,,ON
***59044,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0330,NR,177 RIVERDALE AVE,,,ON
***59045,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0331,NR,197 RIVERDALE AVE,,,ON
***96481,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0331,NR,61 YARMOUTH RD,,,ON
***76320,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0333,NR,73 ALBERTA AVE,,,ON
***59046,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0333,NR,209 RIVERDALE AVE,,,ON
***59047,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0334,NR,209 RIVERDALE AVE,,,ON
***96482,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0334,OPP,101 YARMOUTH RD,,,ON
***96483,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0335,NR,106 YARMOUTH RD,,,ON
***59048,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0336,NR,217 RIVERDALE AVE,,,ON
***83461,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0338,NR,176 TYRREL AVE,,,ON
***83462,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0339,NR,152 TYRREL AVE,,,ON
***96485,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0340,NR,146 YARMOUTH RD,,,ON
***96486,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0341,NR,150 YARMOUTH RD,,,ON
***96487,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0342,NR,150 YARMOUTH RD,,,ON
***96488,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0344,NR,1023 SHAW ST,,,ON
***83463,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0345,OPP,76 WYCHWOOD AVE,,,AZ
***96489,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0346,NR,170 YARMOUTH RD,,,ON
***96490,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0349,NR,1053 SHAW ST,,,ON
***83464,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0351,NR,73 BENSON AVE,,,ON
***83465,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0352,NR,73 BENSON AVE,,,ON
***96491,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0352,NR,79 MELVILLE AVE,,,ON
***83466,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0355,NR,139 BENSON AVE,,,ON
***98389,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0356,NR,41 MELVILLE AVE,,,ON
***83467,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0357,OPP,228 BENSON AVE,,,ON
***59050,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0357,NR,25 PAPE AVE,,,ON
***83468,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0358,NR,9 HENDRICK AVE,,,ON
***83469,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0359,NR,5 HENDRICK AVE,,,ON
***59051,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0359,NR,39 PAPE AVE,,,ON
***83470,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0401,S/S,BENSON AVE,E/O,WINONA DR,ON
***83471,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0403,NR,144 WINONA DR,,,ON
***98390,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0403,NR,7 MELVILLE AVE,,,ON
***59052,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0406,NR,38 GREENWOOD AVE,,,ON
***19414,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0407,NR,56 WALPOLE AVE,,,ON
***59053,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0408,NR,1 GREENWOOD AVE,,,ON
***98391,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0408,NR,49 ESSEX ST,,,ON
***19415,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0409,NR,347 HIGHFIELD RD,,,ON
***98392,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0410,NR,79 ESSEX ST,,,ON
***19416,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0411,NR,89 GLENSIDE AVE,,,ON
***83472,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0411,S/S,BELVIDERE AVE,E/O,OAKWOOD AVE,ON
***19417,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0412,NR,51 GLENSIDE AVE,,,ON
***59054,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0412,NR,69 GREENWOOD AVE,,,ON
***98393,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0412,NR,95 ESSEX ST,,,ON
***19418,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0413,NR,47 GLENSIDE AVE,,,ON
***83473,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0413,NR,27 GLENORA AVE,,,ON
***19419,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0414,NR,47 GLENSIDE AVE,,,ON
***59055,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0414,NR,77 GREENWOOD AVE,,,ON
***83474,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0415,NR,15 GLENORA AVE,,,ON
***19420,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0416,NR,43 GLENSIDE AVE,,,ON
***83475,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0418,NR,483 WINONA DR,,,ON
***83476,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0419,NR,483 WINONA DR,,,ON
***19421,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0425,NR,205 GOLFVIEW AVE,,,ON
***19937,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0428,NR,195 OSLER ST,,,ON
***19422,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0431,NR,19 NORWOOD RD,,,ON
***19938,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0431,NR,128 MILLER ST,,,ON
***56470,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0433,NR,5 NORWOOD RD,,,ON
***59056,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0433,NR,224 BROADVIEW AVE,,,ON
***59057,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0436,NR,172 BROADVIEW AVE,,,ON
***61322,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0444,OPP,77 EAST DON ROADWAY,,,ON
***61323,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0454,S/S,MOUNTSTEPHEN ST,E/O,MUNRO ST,ON
***61324,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0455,S/S,MOUNTSTEPHEN ST,E/O,MUNRO ST,ON
***49237,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0620,NR,201 LAUGHTON AVE,,,ON
***68608,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0620,OPP,38 JOE SHUSTER WAY,,,ON
***49238,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0622,NR,29 HOUNSLOW HEATH RD,,,ON
***49239,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0623,NR,53 HOUNSLOW HEATH RD,,,ON
***49240,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0624,NR,75 HOUNSLOW HEATH RD,,,ON
***49241,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0629,S/S,CONNOLLY ST,W/O,GILLESPIE AVE,ON
***68609,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0629,AT,31 SHERIDAN AVE,,,ON
***49242,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0630,S/S,CONNOLLY ST,E/O,OSLER ST,ON
***89067,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0631,NR,146 VARSITY RD,,,ON
***68610,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0632,NR,23 MIDDLETON ST,,,ON
***49243,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0635,OPP,87 MILLER ST,,,ON
***89068,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0635,NR,4033 OLD DUNDAS ST,,,ON
***49244,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0636,NR,116 MILLER ST,,,ON
***85305,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0637,NR,15 THIRTY THIRD ST,,,ON
***69533,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0639,NR,32 WYNDHAM ST,,,ON
***85306,20220223,29,PARK PROHIBITED TIME NO PERMIT,30,0639,NR,11 THIRTY THIRD ST,,,ON
