infraction_description,set_fine_amount,location2
PARK PROHIBITED TIME NO PERMIT,***38176,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0114,S/S,STRATHCONA AVE,W/O,JONES AVE,ON,STRATHCONA AVE
PARK PROHIBITED TIME NO PERMIT,***32851,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0114,E/S,SCARBOROUGH RD,S/O,GERRARD ST E,ON,SCARBOROUGH RD
PARK PROHIBITED TIME NO PERMIT,***84513,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0114,NR,45 SHIELDS AVE,,,ON,45 SHIELDS AVE
PARK PROHIBITED TIME NO PERMIT,***38177,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0116,N/S,BAIRD AVE,E/O,EARL GREY RD,ON,BAIRD AVE
PARK PROHIBITED TIME NO PERMIT,***88902,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0116,NR,65 SHIELDS AVE,,,ON,65 SHIELDS AVE
PARK PROHIBITED TIME NO PERMIT,***32852,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0118,N/S,SWANWICK AVE,W/O,KINGSWOOD RD,ON,SWANWICK AVE
PARK PROHIBITED TIME NO PERMIT,***64125,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0118,NR,57 MONARCH PARK AVE,,,ON,57 MONARCH PARK AVE
PARK PROHIBITED TIME NO PERMIT,***38178,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0119,NR,35 SEYMOUR AVE,,,ON,35 SEYMOUR AVE
PARK PROHIBITED TIME NO PERMIT,***68791,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0119,NR,9 BORDEN ST,,,ON,9 BORDEN ST
PARK PROHIBITED TIME NO PERMIT,***32853,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0120,OPP,224 BINGHAM AVE,,,ON,224 BINGHAM AVE
PARK PROHIBITED TIME NO PERMIT,***64126,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0120,NR,43 MONARCH PARK AVE,,,ON,43 MONARCH PARK AVE
PARK PROHIBITED TIME NO PERMIT,***68792,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0120,NR,12 BORDEN ST,,,ON,12 BORDEN ST
PARK PROHIBITED TIME NO PERMIT,***88903,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0122,NR,120 CASTLEWOOD RD,,,ON,120 CASTLEWOOD RD
PARK PROHIBITED TIME NO PERMIT,***38180,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0124,NR,133 BOULTBEE AVE,,,ON,133 BOULTBEE AVE
PARK PROHIBITED TIME NO PERMIT,***65202,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0125,E/S,MARMOT ST,N/O,SOUDAN AVE,ON,MARMOT ST
PARK PROHIBITED TIME NO PERMIT,***64127,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0125,NR,113 PARKMOUNT RD,,,ON,113 PARKMOUNT RD
PARK PROHIBITED TIME NO PERMIT,***38181,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0126,OPP,62 BOULTBEE AVE,,,ON,62 BOULTBEE AVE
PARK PROHIBITED TIME NO PERMIT,***32854,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0126,S/S,WOODALE AVE,E/O,SCARBOROUGH RD,ON,WOODALE AVE
PARK PROHIBITED TIME NO PERMIT,***64128,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0127,NR,88 PARKMOUNT RD,,,ON,88 PARKMOUNT RD
PARK PROHIBITED TIME NO PERMIT,***88904,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0127,NR,59 HEDDINGTON AVE,,,ON,59 HEDDINGTON AVE
PARK PROHIBITED TIME NO PERMIT,***65203,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0128,W/S,MARMOT ST,N/O,SOUDAN AVE,ON,MARMOT ST
PARK PROHIBITED TIME NO PERMIT,***32855,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0128,N/S,WOODALE AVE,E/O,SCARBOROUGH RD,ON,WOODALE AVE
PARK PROHIBITED TIME NO PERMIT,***65204,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0129,W/S,MARMOT ST,N/O,SOUDAN AVE,ON,MARMOT ST
PARK PROHIBITED TIME NO PERMIT,***68793,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0129,NR,26 BORDEN ST,,,ON,26 BORDEN ST
PARK PROHIBITED TIME NO PERMIT,***43444,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0131,NR,326 CARLAW AVE,,,ON,326 CARLAW AVE
PARK PROHIBITED TIME NO PERMIT,***32856,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0131,N/S,WOODALE AVE,E/O,SCARBOROUGH RD,ON,WOODALE AVE
PARK PROHIBITED TIME NO PERMIT,***43445,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0132,NR,326 CARLAW AVE,,,ON,326 CARLAW AVE
PARK PROHIBITED TIME NO PERMIT,***32857,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0132,NR,179 BINGHAM AVE,,,ON,179 BINGHAM AVE
